connector,exchange_symbol,trading_pair,base_asset,quote_asset,is_active,status_detail,permissions_spot,last_price,quote_volume_24h,volume_base_24h,bid_price,bid_quantity,ask_price,ask_quantity,spread_bps,top_of_book_quote,price_tick_estimate,amount_step_estimate,min_order_size_base_estimate,min_notional_quote_estimate,maker_fee_estimate,taker_fee_estimate,rule_estimate_source,raw_trade_side_type,book_crossed,coarse_volume_rank,coarse_spread_rank,coarse_top_rank,coarse_score,best_bid,best_ask,mid_price,spread_abs,bid_top_quote,ask_top_quote,orderbook_levels_bid,orderbook_levels_ask,bid_depth_quote_5bps,ask_depth_quote_5bps,sym_depth_quote_5bps,bid_depth_quote_10bps,ask_depth_quote_10bps,sym_depth_quote_10bps,bid_depth_quote_25bps,ask_depth_quote_25bps,sym_depth_quote_25bps,n_candles,candle_first_ts,candle_last_ts,candle_expected,candle_missing,coverage_ratio,zero_volume_fraction,natr_bps_mean,realized_vol_bps,efficiency_ratio,lag1_return_autocorr,median_quote_volume_per_bar,recent_trade_count,trades_per_minute,trade_quote_volume,trade_quote_volume_per_minute,last_trade_age_sec,median_trade_quote,buy_trade_fraction,vol_to_spread_ratio,volume_rank,depth_rank,spread_rank,top_rank,activity_rank,quality_rank,alpha_natr_score,alpha_efficiency_score,alpha_edge_score,alpha_rank,screen_score,rejection_reasons,rejection_reason,passed_filters
mexc,BTCUSDT,BTC-USDT,BTC,USDT,True,1,True,70666.77,1067424133.5,15279.09587685,70690.12,0.11221977,70690.13,0.08472392,0.0014142842275361722,1833.7899352499999,0.01,1e-06,1e-06,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,1.0,0.9995044598612488,0.9950445986124876,99.88850346878098,70707.14,70707.15,70707.14499999999,0.00999999999476131,5978.589192345,1833.7899352499999,200,200,657584.1631465735,342359.8929350957,342359.8929350957,709453.770671018,444868.8946729657,444868.8946729657,752092.9635444588,489192.5875375517,489192.5875375517,288,1774227900.0,1774314000.0,288,0,1.0,0.0,25.22333569185876,27.86864342067365,0.10074230570350198,-0.03861737899577633,2461583.1467993157,500,64.6551724137931,1385233.8165977988,179125.06249109466,3.548764705657959,437.3664567262,0.494,17834.70055082237,1.0,0.95,0.99,0.84,0.9594999999999999,1.0,1.0,1.0,0.0,0.6666666666666666,93.74066666666667,[],,True
mexc,XRPUSDT,XRP-USDT,XRP,USDT,True,1,True,1.4196,115566938.2626,81631233.58,1.4203,1906.57,1.4204,1953.97,0.7037545304197121,2115.8974200000002,0.0001,0.1,0.1,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.998017839444995,0.9965312190287413,0.9920713577799801,99.64568880079287,1.4209,1.421,1.42095,9.999999999998899e-05,15353.39286,2115.8974200000002,200,200,168315.509644,112368.34374,112368.34374,619394.7640119999,442064.46307899995,442064.46307899995,950109.445697,611556.068825,611556.068825,288,1774227900.0,1774314000.0,288,0,1.0,0.0,31.680167355339776,31.603772046740378,0.059567901234567816,-0.008109072160680826,240023.43493699998,500,56.60377358490565,350942.337999,39729.32128290566,2.569126844406128,28.2076325,0.504,45.01593380357501,0.96,0.94,0.94,0.85,0.9504999999999999,1.0,1.0,1.0,0.16613553988083302,0.7220451799602777,92.30645179960277,[],,True
mexc,DOGEUSDT,DOGE-USDT,DOGE,USDT,True,1,True,0.09355,39969522.18424,428866609.62,0.09357,55832.16,0.09358,15882.4,1.068547309933216,1633.5324799999999,1e-05,1.0,1.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9965312190287413,0.985629335976214,0.9851337958374629,99.15262636273539,0.09358,0.09359,0.093585,1.0000000000010001e-05,1633.5324799999999,10264.427096,200,200,136286.58971129998,42534.758423,42534.758423,281129.1792124,153695.8884144,153695.8884144,914388.4410796,803722.0174266,803722.0174266,288,1774227900.0,1774314000.0,288,0,1.0,0.0,31.130651148795046,33.57203983350125,0.07051585423568435,0.009181963770491238,63326.967546600004,500,31.185031185031182,188690.88977289997,11768.662563798334,1.0517125129699707,47.5428222,0.5,29.13361987757071,0.93,0.89,0.83,0.8,0.9315,1.0,1.0,1.0,0.6955460040809763,0.8985153346936587,89.9631533469366,[],,True
mexc,BNBUSDT,BNB-USDT,BNB,USDT,True,1,True,636.5,49382553.37,77327.09,636.68,0.866,636.69,0.0712,0.15712029915690667,1759.5573160000001,0.01,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9970267591674926,0.9985133795837463,0.7775024777006938,95.34935579781964,636.45,636.46,636.455,0.009999999999990905,2871.5351100000003,1759.5573160000001,200,200,95175.487651,47125.041234000004,47125.041234000004,125362.52581199999,123073.491789,123073.491789,149819.857713,154204.38394200001,149819.857713,288,1774227900.0,1774314000.0,288,0,1.0,0.0,21.0178681400916,23.88564697701379,0.0516019562830624,0.004549628967286565,67332.47777600001,500,40.65040650406504,112012.150318,9106.678887642276,5.5700905323028564,40.945612,0.462,133.76927267114166,0.94,0.88,0.97,0.82,0.896,1.0,1.0,1.0,0.0,0.6666666666666666,89.65866666666665,[],,True
mexc,SOLUSDT,SOL-USDT,SOL,USDT,True,1,True,90.94,153409221.64,1711990.315,90.98,21.689,90.99,4.411,1.0992030777691801,1109.7430299999999,0.01,0.01,0.01,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9990089197224975,0.9831516352824579,0.9677898909811695,98.8800792864222,90.97,90.98,90.975,0.010000000000005116,1109.7430299999999,2764.06338,200,200,143951.67814,253143.73227,143951.67814,713819.0649,650465.7546,650465.7546,1474388.16484,1286649.48291,1286649.48291,288,1774227900.0,1774314000.0,288,0,1.0,0.0,34.43649377069359,36.80183868074888,0.10966542750929374,0.0342206002168858,314424.496695,500,52.083333333333336,233491.61516,24322.043245833334,39.950228452682495,75.16956,0.506,31.328600207872462,0.98,0.96,0.81,0.76,0.6435000000000001,1.0,1.0,1.0,0.622379993070918,0.8741266643569726,88.22326664356972,[],,True
mexc,TAOUSDT,TAO-USDT,TAO,USDT,True,1,True,296.89,21538344.74,76327.27,296.98,0.752,297.14,15.234,0.3367173426264257,3805.62986,0.01,0.01,0.01,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9945490584737364,0.9127849355797819,0.9469772051536175,96.4593657086224,296.98,296.99,296.985,0.009999999999990905,4938.7774,3805.62986,200,200,9226.46278,8453.8981,8453.8981,19360.69858,20033.347169999997,19360.69858,111904.78577,88243.60285,88243.60285,288,1774227900.0,1774314000.0,288,0,1.0,0.0,65.65940774574463,53.06409682041285,0.11205855183685079,-0.05528148652653053,53996.74535,500,90.36144578313254,138009.49809,24941.475558433736,13.06950306892395,72.11632499999999,0.446,194.99859209387705,0.89,0.78,0.96,0.91,0.8185,1.0,1.0,1.0,0.0,0.6666666666666666,86.08866666666665,[],,True
mexc,LTCUSDT,LTC-USDT,LTC,USDT,True,1,True,55.42,10221910.94,185585.8742,55.43,169.9296,55.44,67.1518,1.8042399639148419,3793.920192,0.01,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9890981169474727,0.9737363726461843,0.9930624380574826,98.60505450941527,55.42,55.43,55.425,0.00999999999999801,3793.920192,10685.884088,200,200,30215.333706,37801.763664,30215.333706,109818.308492,92137.923368,92137.923368,265726.139283,198735.078721,198735.078721,288,1774227900.0,1774314000.0,288,0,1.0,0.0,23.613020516728234,25.14480836755766,0.08924731182795698,-0.001815513696627281,17061.484476999998,500,24.71169686985173,36103.52801,1784.3588802306424,12.6553053855896,26.277708500000003,0.512,13.087516621399226,0.79,0.85,0.74,0.9,0.7284999999999999,1.0,1.0,1.0,1.0,1.0,83.74199999999999,[],,True
mexc,ADAUSDT,ADA-USDT,ADA,USDT,True,1,True,0.26,19945614.9765,77116530.46,0.2599,108465.59,0.26,22804.23,3.8468936333906125,12756.56774,0.0001,0.1,0.1,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9940535183349851,0.9444995044598612,0.9945490584737364,98.17641228939546,0.2599,0.26,0.25995,9.999999999998899e-05,12756.56774,15178.654400000001,200,200,12756.56774,15178.654400000001,12756.56774,121188.01063499998,121144.209047,121144.209047,268569.516116,245310.382698,245310.382698,288,1774227900.0,1774314000.0,288,0,1.0,0.0,34.5382347130722,35.871425843930794,0.06039215686274549,-0.02559150642829243,33335.971285,500,16.816143497757846,361747.53220200003,12166.39682293722,6.476501703262329,40.398227500000004,0.498,8.978214113664109,0.88,0.87,0.53,0.92,0.778,1.0,1.0,1.0,1.0,1.0,83.696,[],,True
mexc,TRXUSDT,TRX-USDT,TRX,USDT,True,1,True,0.3087,10938298.1186,35563364.59,0.3087,65756.44,0.3088,63200.32,3.2399157621898267,12956.114303999999,0.0001,1.0,1.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9900891972249752,0.9534192269573836,0.9975222993062438,98.24083250743311,0.3086,0.3087,0.30865,9.999999999998899e-05,33417.936023999995,12956.114303999999,200,200,82598.09903399998,83359.43865600001,82598.09903399998,235211.251506,171621.173091,171621.173091,900625.7897579999,979089.598906,900625.7897579999,288,1774227900.0,1774314000.0,288,0,1.0,0.0,14.434136455035429,11.9655102543996,0.040579710144928186,-0.015242341599794065,23948.364479999997,500,18.38235294117647,181175.656038,6660.869707279411,5.626454830169678,29.037021,0.514,4.455096216847175,0.81,0.91,0.5900000000000001,0.93,0.8145,1.0,0.9371262727817142,0.8115942028985637,1.0,0.9162401585600927,83.45640158560093,[],,True
mexc,GOLD(XAUT)USDT,GOLD(XAUT)-USDT,GOLD(XAUT),USDT,True,1,True,4365.7,151578322.8,34845.22327,4371.0,0.00327,4372.8,0.15538,3.6675377068707973,689.8186700000001,0.1,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9985133795837463,0.9385530227948464,0.6129831516352825,90.64172447968286,4361.8,4363.4,4362.6,1.5999999999994543,689.8186700000001,702.376498,200,200,23145.42941,19205.760652999998,19205.760652999998,102259.528964,79182.696343,79182.696343,185603.715297,118778.75127200001,118778.75127200001,288,1774227900.0,1774314000.0,288,0,1.0,0.0,43.17880892067213,33.93542206903214,0.014327444707191427,0.09610420404614572,349651.0760865,500,164.83516483516485,398837.46138899995,131484.877380989,8.28059720993042,59.262904,0.476,11.773241987336784,0.97,0.83,0.55,0.72,0.9055,1.0,1.0,0.2865488941438285,1.0,0.7621829647146096,82.92782964714608,[],,True
