connector,exchange_symbol,trading_pair,base_asset,quote_asset,is_active,status_detail,last_price,quote_volume_24h,volume_base_24h,bid_price,ask_price,spread_bps,top_of_book_quote,price_tick_estimate,amount_step_estimate,min_order_size_base_estimate,min_notional_quote_estimate,rule_estimate_source,last_trade_at_ms,book_crossed,coarse_volume_rank,coarse_spread_rank,coarse_top_rank,coarse_score,best_bid,best_ask,mid_price,spread_abs,bid_top_quote,ask_top_quote,orderbook_levels_bid,orderbook_levels_ask,bid_depth_quote_5bps,ask_depth_quote_5bps,sym_depth_quote_5bps,bid_depth_quote_10bps,ask_depth_quote_10bps,sym_depth_quote_10bps,bid_depth_quote_25bps,ask_depth_quote_25bps,sym_depth_quote_25bps,bid_depth_quote_50bps,ask_depth_quote_50bps,sym_depth_quote_50bps,bid_depth_quote_100bps,ask_depth_quote_100bps,sym_depth_quote_100bps,bid_depth_quote_1xspread,ask_depth_quote_1xspread,sym_depth_quote_1xspread,bid_depth_quote_2xspread,ask_depth_quote_2xspread,sym_depth_quote_2xspread,n_candles,candle_first_ts,candle_last_ts,candle_expected,candle_missing,coverage_ratio,zero_volume_fraction,natr_bps_mean,realized_vol_bps,efficiency_ratio,lag1_return_autocorr,median_quote_volume_per_bar,recent_trade_count,trades_per_minute,trade_quote_volume,trade_quote_volume_per_minute,last_trade_age_sec,median_trade_quote,buy_trade_fraction,vol_to_spread_ratio,volume_rank,depth_rank,spread_rank,top_rank,activity_rank,quality_rank,alpha_natr_score,alpha_efficiency_score,alpha_edge_score,alpha_rank,screen_score,rejection_reasons,rejection_reason,passed_filters
nonkyc,BTC/USDT,BTC-USDT,BTC,USDT,True,active,70629.13,16446737.2546,234.7463,70388.05,70923.81,72.81338307602721,13563.149542199999,0.01,1e-06,,,market.getlist.priceDecimals/quantityDecimals,1774325387020.0,False,1.0,0.7280701754385965,0.0,73.20175438596492,70383.68,70898.04,70640.85999999999,514.3600000000006,17825.230029439997,13563.149542199999,106,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303908.05573943997,360890.96519505,303908.05573943997,457643.44204125,448564.9814114,448564.9814114,344493.78589826997,448564.9814114,344493.78589826997,457643.44204125,448568.920232,448568.920232,288,1774239000.0,1774325400.0,289,1,0.9965397923875432,0.0,26.150785220430393,32.70467775008589,0.0636686216281639,-0.20566994701264174,25722.77793,200,3.551782772925503,231179.03106792,4105.48850004324,3.991427183151245,934.5691477800001,0.485,0.35914805926714555,1.0,1.0,0.42500000000000004,1.0,0.558125,0.9980968858131487,1.0,1.0,0.0,0.6666666666666666,82.14513552479815,[],,True
nonkyc,SOL/USDT,SOL-USDT,SOL,USDT,True,active,90.7,3089220.1023,34369.6,90.22,90.9,75.08833922261559,159.6894,0.01,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774325365756.0,False,0.991304347826087,0.736842105263158,0.0,72.94279176201374,90.22,90.9,90.56,0.6800000000000068,159.6894,1611.6570000000002,66,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49790.4351,1611.6570000000002,1611.6570000000002,102520.83959999999,103061.5944,102520.83959999999,102520.83959999999,84354.07549999999,84354.07549999999,102520.83959999999,103061.5944,102520.83959999999,288,1774238700.0,1774325100.0,289,1,0.9965397923875432,0.0,30.22698519704317,39.37077167212617,0.0707600149756645,-0.05277413115878031,4316.4841,200,3.4686010669015297,53958.7913,935.8076053594849,25.96611261367798,225.30610000000001,0.495,0.40255232050650036,0.9625,0.9875,0.375,0.9375,0.295625,0.9980968858131487,1.0,1.0,0.0,0.6666666666666666,76.54513552479816,[],,True
nonkyc,NKYC/USDT,NKYC-USDT,NKYC,USDT,True,active,7.484608,164184.6929,21904.488,7.477184,7.492093,19.91946571634608,26.8359279167,1e-06,0.0001,,,market.getlist.priceDecimals/quantityDecimals,1774325388918.0,False,0.9304347826086956,0.956140350877193,0.0,75.07742181540809,7.477184,7.492093,7.4846385,0.014908999999999395,68.681673632,26.8359279167,123,200,0.0,0.0,0.0,68.681673632,26.8359279167,26.8359279167,227.539259143,74.50249572690001,74.50249572690001,356.423365935,214.7553988921,214.7553988921,618.8429825153,429.07707395250003,429.07707395250003,168.03741148,26.8359279167,26.8359279167,274.163359627,134.7932200925,134.7932200925,288,1774239300.0,1774325400.0,288,0,1.0,0.0,19.645321417573232,25.830392415553007,0.032666713737871875,-0.18749793464688794,594.176039794,200,2.3246065022188738,9357.3232551373,108.76047241128023,2.9500205516815186,45.004947904,0.47,0.9862373668713471,0.7,0.5875,0.9,0.9,0.42124999999999996,1.0,0.970443451464436,0.6533342747574374,0.0,0.5412592420739578,70.61759242073958,[],,True
nonkyc,ENA/USDT,ENA-USDT,ENA,USDT,True,active,0.0924,117255.4376,1232674.29,0.0918,0.0928,119.11207363291715,1755.636277,0.0001,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774325377013.0,False,0.9159420289855073,0.2748538011695907,0.0,57.24815662344267,0.0918,0.0929,0.09235,0.0010999999999999899,1981.6168320000004,1755.636277,36,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9119.188113,8536.597452,8536.597452,12561.642389,12301.635036,12301.635036,31408.33011,30962.067867,30962.067867,288,1774238700.0,1774325400.0,290,2,0.993103448275862,0.0,27.04784732906528,39.96536650294244,0.060790273556231136,-0.047626773000123704,103.66364200000001,200,3.790481154144419,1330.6588720000002,25.21918688455536,8.471299648284912,4.9934385,0.51,0.2270789728035638,0.6375,0.9,0.025000000000000022,0.9875,0.8106249999999999,0.9962068965517241,1.0,1.0,0.0,0.6666666666666666,67.95623563218392,[],,True
nonkyc,POL/USDT,POL-USDT,POL,USDT,True,active,0.0956,92921.9616,979892.81,0.0952,0.0959,73.26007326007246,554.48764,0.0001,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774325199014.0,False,0.8927536231884058,0.7426900584795322,0.0,67.66870073735063,0.0952,0.0959,0.09555,0.0006999999999999923,554.48764,579.31272,62,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.48764,720.75528,554.48764,2933.636304,3679.6086880000003,2933.636304,1516.41869,1665.4615250000002,1516.41869,5312.383802,5624.755011,5312.383802,288,1774239000.0,1774325400.0,289,1,0.9965397923875432,0.0,23.65374651348673,26.317637858973495,0.045346062052505874,-0.10979128810073487,147.92607999999998,200,3.6230790134191366,1719.934925,31.157300656070586,0.493593692779541,5.7789605,0.515,0.3228736399090974,0.55,0.7,0.4,0.9625,0.696875,0.9980968858131487,1.0,0.9069212410501174,0.0,0.6356404136833724,65.99987299496522,[],,True
nonkyc,ARB/USDT,ARB-USDT,ARB,USDT,True,active,0.0963,116693.4923,1223221.66,0.0959,0.0968,93.409444732745,182.521675,0.0001,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774325381579.0,False,0.9130434782608695,0.3362573099415205,0.0,58.623824052885844,0.0959,0.0968,0.09634999999999999,0.000899999999999998,182.521675,363.76472,62,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.521675,363.76472,182.521675,11029.056832999999,8797.042559,8797.042559,9835.516018999999,8797.042559,8797.042559,30391.084951,26979.441203000002,26979.441203000002,288,1774239000.0,1774325400.0,289,1,0.9965397923875432,0.0,28.32835290070073,34.64892964343622,0.04638218923933199,-0.10228256891453569,139.34752350000002,200,3.6077064216232344,1597.0042940000003,28.807613234118406,0.0,3.921945,0.57,0.3032707557758357,0.625,0.825,0.09999999999999998,0.95,0.6803125000000001,0.9980968858131487,1.0,0.9276437847866398,0.0,0.6425479282622133,65.27019814075364,[],,True
nonkyc,AVAX/USDT,AVAX-USDT,AVAX,USDT,True,active,9.58,780666.5521,82566.05,9.54,9.6,62.6959247648908,0.672,0.01,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774325380279.0,False,0.9710144927536232,0.7923976608187134,0.0,73.21573862191711,9.54,9.6,9.57,0.0600000000000005,329.3208,0.672,49,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.3208,0.672,0.672,40701.809499999996,37062.9979,37062.9979,20381.821500000002,10225.6848,10225.6848,73087.127,65657.765,65657.765,288,1774238400.0,1774325400.0,291,3,0.9896907216494846,0.0,25.522514621785476,34.43670995239088,0.09704641350211013,0.006257534313725224,844.8752999999999,200,3.861263514961964,15497.7637,299.20474769155965,0.21252965927124023,64.63355,0.425,0.407084108217475,0.875,0.85,0.5375,0.775,0.96125,0.9943298969072165,1.0,1.0,0.0,0.6666666666666666,80.94496563573884,['top_of_book_quote<5'],top_of_book_quote<5,False
nonkyc,USDC/USDT,USDC-USDT,USDC,USDT,True,active,0.9982,2334362.2496,2334483.05,0.9977,0.9988,11.01928374655637,0.769076,0.0001,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774323869012.0,False,0.9826086956521739,0.9707602339181287,0.0,78.31248410882279,0.9977,0.9988,0.9982500000000001,0.0010999999999999899,62.715422000000004,0.769076,58,54,0.0,0.0,0.0,54658.126379,0.769076,0.769076,539726.300291,0.769076,0.769076,881370.903712,66167.02162,66167.02162,881371.674586,936412.130904,881371.674586,83579.658707,0.769076,0.769076,480003.451912,0.769076,0.769076,288,1774238700.0,1774325100.0,289,1,0.9965397923875432,0.0,14.404903439469884,12.993762907984106,0.0005037783375314389,-0.5544982032564933,3372.846279,200,3.488967448697594,40537.621672,707.1722123061307,15.075464248657227,164.99902400000002,0.48,1.3072449871319043,0.925,0.975,0.9375,0.8,0.4,0.9980968858131487,0.533741953289157,0.010075566750628777,0.15362249356595215,0.23248000453524598,80.20576890348396,['top_of_book_quote<5'],top_of_book_quote<5,False
nonkyc,TRX/USDT,TRX-USDT,TRX,USDT,True,active,0.3094,421691.2014,1371646.11,0.3087,0.31,42.02359786649502,0.16740000000000002,0.0001,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774325374412.0,False,0.9652173913043478,0.8625730994152047,0.0,74.65128400711926,0.3087,0.31,0.30935,0.0013000000000000234,593.8986689999999,0.16740000000000002,56,55,0.0,0.0,0.0,0.0,0.0,0.0,9050.214503,0.16740000000000002,0.16740000000000002,61038.94699099999,17939.48124,17939.48124,209520.127991,179858.300948,179858.300948,61038.94699099999,0.16740000000000002,0.16740000000000002,197910.01806399997,118983.06402600001,118983.06402600001,288,1774237800.0,1774325400.0,293,5,0.9829351535836177,0.0,17.21186120598354,15.869110558828742,0.002341920374706983,-0.23452564797757766,724.09268265,200,3.738143077315235,10509.613272,196.4321904899356,7.583448171615601,38.132128,0.52,0.409576097236224,0.85,0.9375,0.7625,0.3375,0.766875,0.9906143344709899,0.7676551004986282,0.04683840749413965,0.0,0.2714978359975893,75.87362170468579,['top_of_book_quote<5'],top_of_book_quote<5,False
nonkyc,XRP/USDT,XRP-USDT,XRP,USDT,True,active,1.4153,3477231.3361,2452363.81,1.4152,1.4224,50.74711023400123,1.5001120000000001,0.0001,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774325377114.0,False,0.9942028985507246,0.8333333333333334,0.0,75.5144927536232,1.4152,1.4224,1.4188,0.007200000000000095,1.5001120000000001,2020.8748,87,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6696840000000002,155803.49965800002,1.6696840000000002,106276.336579,155806.657034,106276.336579,1.6696840000000002,155803.49965800002,1.6696840000000002,128914.124609,155806.657034,128914.124609,288,1774239000.0,1774325100.0,288,0,1.0,0.0,27.51500431757281,27.662189763354565,0.054483716622935795,-0.020943502653648405,6142.202755,200,3.6351739431571914,54482.816779999994,990.2725795423169,15.255372285842896,237.8216755,0.48,0.5421984461912749,0.975,0.5,0.7125,0.85,0.525625,1.0,1.0,1.0,0.0,0.6666666666666666,74.57416666666667,['top_of_book_quote<5'],top_of_book_quote<5,False
