connector,exchange_symbol,trading_pair,base_asset,quote_asset,is_active,status_detail,permissions_spot,last_price,quote_volume_24h,volume_base_24h,bid_price,bid_quantity,ask_price,ask_quantity,spread_bps,top_of_book_quote,price_tick_estimate,amount_step_estimate,min_order_size_base_estimate,min_notional_quote_estimate,maker_fee_estimate,taker_fee_estimate,rule_estimate_source,raw_trade_side_type,book_crossed,coarse_volume_rank,coarse_spread_rank,coarse_top_rank,coarse_score
mexc,BTCUSDT,BTC-USDT,BTC,USDT,True,1,True,66918.27,212121785.02,3177.65193776,66937.17,1.34979506,66937.18,0.66025478,0.0014939381583942424,44195.5930547204,0.01,1e-06,1e-06,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,1.0,0.9991596638655462,0.9974789915966387,99.92857142857143
mexc,USDCUSDT,USDC-USDT,USDC,USDT,True,1,True,1.0001,19904015.8838,19903813.35,1.0,3573385.0,1.0001,4651031.89,0.999950002499765,3573385.0,0.0001,1.0,1.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9983193277310924,0.9932773109243698,1.0,99.73949579831934
mexc,USD1USDT,USD1-USDT,USD1,USDT,True,1,True,1.0,17684805.3857,17684424.55,1.0,1051082.08,1.0001,716232.28,0.999950002499765,716303.903228,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9978991596638656,0.9932773109243698,0.9995798319327731,99.70798319327731
mexc,BNBUSDT,BNB-USDT,BNB,USDT,True,1,True,588.48,9344605.23,15941.5465,588.54,29.9992,588.55,10.821,0.16991054209943007,6368.699549999999,0.01,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9966386554621849,0.9974789915966387,0.9941176470588236,99.6344537815126
mexc,GOLD(XAUT)USDT,GOLD(XAUT)-USDT,GOLD(XAUT),USDT,True,1,True,4631.4,7591951.4,1637.70925,4631.3,3.5467,4631.4,0.3111,0.2159197642144392,1440.8285399999997,0.1,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9953781512605042,0.9970588235294118,0.9844537815126051,99.36134453781513
mexc,SOLUSDT,SOL-USDT,SOL,USDT,True,1,True,80.36,37454033.33,468982.871,80.35,9.634,80.36,29.599,1.2444776305152285,774.0919,0.01,0.01,0.01,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9991596638655462,0.9840336134453782,0.9760504201680672,99.07563025210084
mexc,XRPUSDT,XRP-USDT,XRP,USDT,True,1,True,1.3181,25430983.4575,19292232.37,1.3181,620.51,1.3182,337.94,0.7586390016309902,445.472508,0.0001,0.1,0.1,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9987394957983193,0.9953781512605042,0.9588235294117647,98.99159663865547
mexc,EURUSDT,EUR-USDT,EUR,USDT,True,1,True,1.1517,2471545.6071,2143162.17,1.1516,22455.58,1.1517,12436.48,0.8683193678634046,14323.094016,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9823529411764705,0.9949579831932773,0.9957983193277311,98.81932773109243
mexc,WXTUSDT,WXT-USDT,WXT,USDT,True,1,True,0.018726,6063477.243456,325090766.88,0.018726,192345.0,0.01873,102594.0,2.1358393848785404,1921.58562,1e-06,0.0,0.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9941176470588236,0.9739495798319328,0.9873949579831933,98.77310924369749
mexc,USDEUSDT,USDE-USDT,USDE,USDT,True,1,True,0.9996,2140958.7583,2141735.83,0.9996,715681.8,0.9997,110817.42,1.0003501225427798,110784.174774,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9810924369747899,0.9918067226890757,0.9983193277310924,98.72163865546219
mexc,DOGEUSDT,DOGE-USDT,DOGE,USDT,True,1,True,0.09155,7575132.9194,82917679.53,0.09155,87968.53,0.09157,10936.74,2.184359982524273,1001.4772818,1e-05,1.0,1.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9949579831932773,0.9735294117647059,0.9798319327731092,98.6575630252101
mexc,LTCUSDT,LTC-USDT,LTC,USDT,True,1,True,53.23,3468203.38,65534.45,53.22,75.3661,53.23,74.7351,1.878816345701834,3978.1493729999997,0.01,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9882352941176471,0.9764705882352941,0.9928571428571429,98.6218487394958
mexc,TRXUSDT,TRX-USDT,TRX,USDT,True,1,True,0.3153,5231866.0715,16644111.33,0.3153,157094.89,0.3154,227524.15,3.1710797526554297,49532.01881700001,0.0001,1.0,1.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9932773109243698,0.9600840336134454,0.9978991596638656,98.59033613445378
mexc,XUSDUSDT,XUSD-USDT,XUSD,USDT,True,1,True,1.0,1663803.7802,1663742.36,1.0,14982.07,1.0001,15946.4,0.999950002499765,14982.07,0.0001,0.0,0.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.973109243697479,0.9932773109243698,0.9966386554621849,98.28571428571429
mexc,GOLD(PAXG)USDT,GOLD(PAXG)-USDT,GOLD(PAXG),USDT,True,1,True,4648.94,2635409.71,566.36287,4648.93,0.086,4648.94,0.11343,0.021510302895843426,399.80798,0.01,1e-06,1e-06,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.984873949579832,0.9983193277310924,0.9537815126050421,98.2016806722689
mexc,ADAUSDT,ADA-USDT,ADA,USDT,True,1,True,0.246,6024328.0574,24503102.18,0.2461,12543.04,0.2462,122530.21,4.062563477553889,3086.842144,0.0001,0.1,0.1,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9936974789915967,0.9432773109243697,0.9911764705882353,98.05882352941178
mexc,UNIUSDT,UNI-USDT,UNI,USDT,True,1,True,3.168,3024302.835,945827.13,3.167,697.44,3.168,353.24,3.1570639305456476,1119.0643200000002,0.001,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9878151260504202,0.9605042016806723,0.9823529411764705,97.98949579831935
mexc,DAIUSDT,DAI-USDT,DAI,USDT,True,1,True,0.9994,1101448.4125,1101928.76,0.9994,9547.5,0.9995,2461.0,1.0005503026674674,2459.7695000000003,0.0001,0.5,0.5,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9613445378151261,0.9911764705882353,0.988655462184874,97.4264705882353
mexc,SUIUSDT,SUI-USDT,SUI,USDT,True,1,True,0.8744,2948227.9125,3380561.48,0.8744,251.37,0.8745,1375.76,1.143575962034422,219.79792799999998,0.0001,0.0,0.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9869747899159664,0.9861344537815127,0.915126050420168,97.23949579831933
mexc,CHZUSDT,CHZ-USDT,CHZ,USDT,True,1,True,0.03958,2374476.69484,60154003.4,0.03957,7890.4,0.03958,8249.6,2.5268477574216357,312.223128,1e-05,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9819327731092437,0.9701680672268908,0.9436974789915966,97.13445378151262
mexc,WLDUSDT,WLD-USDT,WLD,USDT,True,1,True,0.2662,1496992.067,5566006.39,0.2661,10187.44,0.2662,12579.52,3.757279729475446,2710.8777840000002,0.0001,0.0,0.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9697478991596639,0.9483193277310924,0.9903361344537815,96.85084033613445
