connector,exchange_symbol,trading_pair,base_asset,quote_asset,is_active,status_detail,last_price,quote_volume_24h,volume_base_24h,bid_price,ask_price,spread_bps,top_of_book_quote,price_tick_estimate,amount_step_estimate,min_order_size_base_estimate,min_notional_quote_estimate,rule_estimate_source,last_trade_at_ms,book_crossed,coarse_volume_rank,coarse_spread_rank,coarse_top_rank,coarse_score
nonkyc,XLM/USDT,XLM-USDT,XLM,USDT,True,active,0.1656,121129.1698,712934.56,0.1656,0.1657,6.036824630243826,,0.0001,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774672949959.0,False,0.9420289855072463,0.9883040935672515,0.0,76.51919654207984
nonkyc,ETH/USDT,ETH-USDT,ETH,USDT,True,active,1991.2,8828830.8381,4404.4468,1984.04,1991.77,38.88515799296253,,0.01,1e-05,,,market.getlist.priceDecimals/quantityDecimals,1774673179620.0,False,0.9971014492753624,0.8654970760233918,0.0,76.47800661072972
nonkyc,FF/USDT,FF-USDT,FF,USDT,True,active,0.0708,99166.9571,1399296.14,0.07079,0.07086,9.883515707730407,,1e-05,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774673161251.0,False,0.936231884057971,0.9824561403508771,0.0,76.05415713196034
nonkyc,NKYC/USDT,NKYC-USDT,NKYC,USDT,True,active,7.458682,153998.0962,20637.8107,7.45235,7.465492,17.61917038670903,,1e-06,0.0001,,,market.getlist.priceDecimals/quantityDecimals,1774673163014.0,False,0.9449275362318841,0.956140350877193,0.0,75.87452326468346
nonkyc,USDC/USDT,USDC-USDT,USDC,USDT,True,active,1.0005,2330980.8245,2330499.96,0.9978,1.0027,48.98775306173362,,0.0001,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774673062060.0,False,0.9942028985507246,0.8391812865497076,0.0,75.66069158403255
nonkyc,SUN/USDT,SUN-USDT,SUN,USDT,True,active,0.017081,82742.0016,4831582.27,0.017077,0.017082,2.927486167628755,,1e-06,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774672920094.0,False,0.9217391304347826,0.9912280701754386,0.0,75.476353928299
nonkyc,TRX/USDT,TRX-USDT,TRX,USDT,True,active,0.3104,472836.7647,1516730.0,0.31,0.3112,38.63490019317382,,0.0001,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774673180909.0,False,0.9652173913043478,0.868421052631579,0.0,74.7974828375286
nonkyc,ONDO/USDT,ONDO-USDT,ONDO,USDT,True,active,0.26445,466179.9734,1707677.99,0.26434,0.26554,45.2932739488178,,1e-05,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774673166211.0,False,0.9623188405797102,0.8450292397660819,0.0,74.05326722603611
nonkyc,SHIB/USDT,SHIB-USDT,SHIB,USDT,True,active,5.731e-06,203637.8067,35212134816.0,5.73e-06,5.754e-06,41.79728317659371,,1e-09,1.0,,,market.getlist.priceDecimals/quantityDecimals,1774673184302.0,False,0.9536231884057971,0.8567251461988304,0.0,73.8674040172896
nonkyc,XMR/USDT,XMR-USDT,XMR,USDT,True,active,325.42,1899265.4637,5829.863,325.41,327.41,61.27263257865874,,0.01,0.001,,,market.getlist.priceDecimals/quantityDecimals,1774673176780.0,False,0.9884057971014493,0.7777777777777778,0.0,73.80676328502416
