connector,exchange_symbol,trading_pair,base_asset,quote_asset,is_active,status_detail,last_price,quote_volume_24h,volume_base_24h,bid_price,ask_price,spread_bps,top_of_book_quote,price_tick_estimate,amount_step_estimate,min_order_size_base_estimate,min_notional_quote_estimate,rule_estimate_source,last_trade_at_ms,book_crossed,coarse_volume_rank,coarse_spread_rank,coarse_top_rank,coarse_score,best_bid,best_ask,mid_price,spread_abs,bid_top_quote,ask_top_quote,orderbook_levels_bid,orderbook_levels_ask,bid_depth_quote_5bps,ask_depth_quote_5bps,sym_depth_quote_5bps,bid_depth_quote_10bps,ask_depth_quote_10bps,sym_depth_quote_10bps,bid_depth_quote_25bps,ask_depth_quote_25bps,sym_depth_quote_25bps,n_candles,candle_first_ts,candle_last_ts,candle_expected,candle_missing,coverage_ratio,zero_volume_fraction,natr_bps_mean,realized_vol_bps,efficiency_ratio,lag1_return_autocorr,median_quote_volume_per_bar,recent_trade_count,trades_per_minute,trade_quote_volume,trade_quote_volume_per_minute,last_trade_age_sec,median_trade_quote,buy_trade_fraction,vol_to_spread_ratio,volume_rank,depth_rank,spread_rank,top_rank,activity_rank,quality_rank,alpha_natr_score,alpha_efficiency_score,alpha_edge_score,alpha_rank,screen_score,rejection_reasons,rejection_reason,passed_filters
nonkyc,ETH/USDT,ETH-USDT,ETH,USDT,True,active,2148.85,13908892.8284,6538.134,2148.84,2150.35,4.9316776543821925,0.08595360000000002,0.01,1e-05,,,market.getlist.priceDecimals/quantityDecimals,1774308056430.0,False,0.9957081545064378,0.9652173913043478,0.0,78.89438328046279,2148.84,2149.9,2149.37,1.0599999999999454,0.08595360000000002,17637.285123,97,117,0.08595360000000002,268715.9927086,0.08595360000000002,0.08595360000000002,339208.2057091,0.08595360000000002,0.08595360000000002,370831.7295981,0.08595360000000002,288,1774221000.0,1774308000.0,291,3,0.9896907216494846,0.0,34.817509599642506,38.69363703633479,0.06699678676208043,0.026670980180219392,19575.161610000003,0,,,,,,,7.059972698885611,0.9875,0.8375,0.95,0.05,0.0,0.9943298969072165,1.0,1.0,1.0,1.0,75.99329896907217,"['top_of_book_quote<75', 'depth_10bps<250', 'missing_last_trade_age_sec', 'recent_trade_count<40']",top_of_book_quote<75; depth_10bps<250; missing_last_trade_age_sec; recent_trade_count<40,False
nonkyc,NKYC/USDT,NKYC-USDT,NKYC,USDT,True,active,7.484608,166998.2038,22251.1191,7.477184,7.492093,19.91946571634608,31.391869670000002,1e-06,0.0001,,,market.getlist.priceDecimals/quantityDecimals,1774308079094.0,False,0.9141630901287554,0.9130434782608696,0.0,73.10505691360329,7.477184,7.492093,7.4846385,0.014908999999999395,82.9541224512,31.391869670000002,123,200,0.0,0.0,0.0,82.9541224512,31.391869670000002,31.391869670000002,225.8107812462,127.4787128794,127.4787128794,288,1774221900.0,1774308000.0,288,0,1.0,0.0,23.52497278169993,25.699886376221198,0.020312866045845555,-0.0996530328080276,592.8631598869999,0,,,,,,,1.181004205468982,0.75,1.0,0.825,0.9375,0.0,1.0,1.0,0.4062573209169111,0.090502102734491,0.4989198078838007,73.689198078838,"['top_of_book_quote<75', 'depth_10bps<250', 'missing_last_trade_age_sec', 'recent_trade_count<40']",top_of_book_quote<75; depth_10bps<250; missing_last_trade_age_sec; recent_trade_count<40,False
nonkyc,SUN/USDT,SUN-USDT,SUN,USDT,True,active,0.018764,146992.3543,7914126.42,0.018743,0.018765,11.730830756105997,0.17639100000000002,1e-06,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774308037000.0,False,0.9055793991416309,0.9391304347826087,0.0,73.28512782235492,0.018743,0.018765,0.018754,2.2000000000001185e-05,112.5104804,0.17639100000000002,47,42,0.0,0.0,0.0,429.73034098000005,0.17639100000000002,0.17639100000000002,1537.8075967300001,0.17639100000000002,0.17639100000000002,288,1774220400.0,1774308000.0,293,5,0.9829351535836177,0.0,35.121218317464,29.86780633076477,0.03733381897650719,-0.2365750750936035,213.91575450000002,0,,,,,,,2.9939242196622016,0.725,0.8625,0.875,0.3375,0.0,0.9906143344709899,1.0,0.7466763795301438,0.9969621098311008,0.9145461631204149,70.40160497591405,"['top_of_book_quote<75', 'depth_10bps<250', 'missing_last_trade_age_sec', 'recent_trade_count<40']",top_of_book_quote<75; depth_10bps<250; missing_last_trade_age_sec; recent_trade_count<40,False
nonkyc,RENDER/USDT,RENDER-USDT,RENDER,USDT,True,active,1.675,109570.5917,66040.76,1.674,1.677,17.905102954342667,0.18414,0.001,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774308061575.0,False,0.8798283261802575,0.9173913043478261,0.0,71.32534054860982,1.674,1.677,1.6755,0.0030000000000001137,0.18414,2513.13543,50,41,0.0,0.0,0.0,0.18414,2513.13543,0.18414,0.18414,2513.13543,0.18414,288,1774221300.0,1774308000.0,290,2,0.993103448275862,0.0,35.42045924239047,38.58440371144719,0.04805914972273571,0.015499583199643407,70.259805,0,,,,,,,1.9782326486874329,0.65,0.8875,0.8375,0.45,0.0,0.9962068965517241,1.0,0.9611829944547141,0.48911632434371644,0.8167664395994768,68.47973336151202,"['top_of_book_quote<75', 'depth_10bps<250', 'missing_last_trade_age_sec', 'recent_trade_count<40']",top_of_book_quote<75; depth_10bps<250; missing_last_trade_age_sec; recent_trade_count<40,False
nonkyc,AAVE/USDT,AAVE-USDT,AAVE,USDT,True,active,109.84,103164.6269,941.003,109.83,109.93,9.100837277030264,0.10983,0.01,0.001,,,market.getlist.priceDecimals/quantityDecimals,1774308053412.0,False,0.8669527896995708,0.9478260869565217,0.0,71.37805560738943,109.83,109.93,109.88,0.10000000000000853,0.10983,605.7143,52,45,0.10983,605.7143,0.10983,0.10983,4742.49987,0.10983,0.10983,10041.53549,0.10983,288,1774221000.0,1774308000.0,291,3,0.9896907216494846,0.0,29.77794239458157,35.34137435530217,0.052649228705566715,-0.09317645752004824,91.607895,0,,,,,,,3.2720003103163435,0.6125,0.85,0.9,0.1,0.0,0.9943298969072165,1.0,1.0,1.0,1.0,66.84329896907217,"['top_of_book_quote<75', 'depth_10bps<250', 'missing_last_trade_age_sec', 'recent_trade_count<40']",top_of_book_quote<75; depth_10bps<250; missing_last_trade_age_sec; recent_trade_count<40,False
nonkyc,LINK/USDT,LINK-USDT,LINK,USDT,True,active,9.11,2122717.8981,235962.5,9.1,9.12,21.953896816684495,0.637,0.01,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774308048259.0,False,0.9699570815450643,0.8956521739130435,0.0,75.73894383280462,9.1,9.12,9.11,0.019999999999999574,0.637,485.36639999999994,60,85,0.0,0.0,0.0,0.0,0.0,0.0,0.637,485.36639999999994,0.637,288,1774219500.0,1774308000.0,296,8,0.972972972972973,0.0,24.199015119200496,33.703371429756416,0.1094527363184075,0.0701778471343495,3026.5950000000003,0,,,,,,,1.102265138679606,0.9125,0.4125,0.7875,0.725,0.0,0.9851351351351352,1.0,1.0,0.051132569339803036,0.6837108564466009,65.23845991581736,"['top_of_book_quote<75', 'depth_10bps<250', 'missing_last_trade_age_sec', 'recent_trade_count<40']",top_of_book_quote<75; depth_10bps<250; missing_last_trade_age_sec; recent_trade_count<40,False
nonkyc,HACD/USDT,HACD-USDT,HACD,USDT,True,active,4.6675,27998.3118,5546.3831,4.6662,4.6681,4.0710069314249875,0.197585781761,0.0001,1e-08,,,market.getlist.priceDecimals/quantityDecimals,1774308064730.0,False,0.7553648068669528,0.9739130434782609,0.0,65.89289046463892,4.6662,4.6681,4.6671499999999995,0.0019000000000000128,0.8196257758919999,0.197585781761,70,124,0.8196257758919999,0.197585781761,0.197585781761,0.8196257758919999,0.197585781761,0.197585781761,0.8196257758919999,0.197585781761,0.197585781761,288,1774220100.0,1774308000.0,294,6,0.9795918367346939,0.0,52.79297175985731,81.4859665125541,0.07455418535969545,-0.08726686206690339,69.54117035,0,,,,,,,12.96803779731665,0.3125,0.9,0.9625,0.5,0.0,0.9887755102040816,1.0,1.0,1.0,1.0,64.7877551020408,"['quote_volume_24h<100000', 'top_of_book_quote<75', 'depth_10bps<250', 'missing_last_trade_age_sec', 'recent_trade_count<40']",quote_volume_24h<100000; top_of_book_quote<75; depth_10bps<250; missing_last_trade_age_sec; recent_trade_count<40,False
nonkyc,ZEPH/USDT,ZEPH-USDT,ZEPH,USDT,True,active,0.398622,11091.1154,26620.4809,0.398513,0.398833,8.02662833951602,0.6437180489,1e-06,0.0001,,,market.getlist.priceDecimals/quantityDecimals,1774307971153.0,False,0.6738197424892703,0.9608695652173913,0.0,61.08182496734466,0.398513,0.398833,0.398673,0.00031999999999998696,0.6437180489,7.092247822499999,67,200,0.6437180489,7.092247822499999,0.6437180489,0.6437180489,7.092247822499999,0.6437180489,0.6437180489,7.092247822499999,0.6437180489,288,1774218600.0,1774308000.0,299,11,0.9632107023411371,0.0,55.107420921350624,43.89146744908426,0.062028589380177426,-0.36964004299657194,26.7576521265,0,,,,,,,6.865575256555784,0.1875,0.95,0.925,0.7375,0.0,0.9797658862876255,1.0,1.0,1.0,1.0,63.99765886287625,"['quote_volume_24h<100000', 'top_of_book_quote<75', 'depth_10bps<250', 'missing_last_trade_age_sec', 'recent_trade_count<40']",quote_volume_24h<100000; top_of_book_quote<75; depth_10bps<250; missing_last_trade_age_sec; recent_trade_count<40,False
nonkyc,APE/USDT,APE-USDT,APE,USDT,True,active,0.0907,14601.7101,161406.7,0.0906,0.0907,11.03143960286849,0.20656799999999997,0.0001,0.01,,,market.getlist.priceDecimals/quantityDecimals,1774307980636.0,False,0.6909871244635193,0.9434782608695652,0.0,61.5912483672327,0.0906,0.0907,0.09065000000000001,0.00010000000000000286,0.20656799999999997,176.508549,56,49,0.0,0.0,0.0,0.20656799999999997,176.508549,0.20656799999999997,0.20656799999999997,176.508549,0.20656799999999997,288,1774220700.0,1774307700.0,291,3,0.9896907216494846,0.0,32.348991589921404,30.946075529452067,0.056974459724950986,-0.281116439925249,27.637328500000002,0,,,,,,,2.932436087626291,0.2125,0.9125,0.8875,0.55,0.0,0.9943298969072165,1.0,1.0,0.9662180438131456,0.9887393479377152,61.7806924484493,"['quote_volume_24h<100000', 'top_of_book_quote<75', 'depth_10bps<250', 'missing_last_trade_age_sec', 'recent_trade_count<40']",quote_volume_24h<100000; top_of_book_quote<75; depth_10bps<250; missing_last_trade_age_sec; recent_trade_count<40,False
nonkyc,SHIB/USDT,SHIB-USDT,SHIB,USDT,True,active,6.097e-06,470133.0708,78314379098.0,6.096e-06,6.116e-06,22.939537932164846,0.178045872,1e-09,1.0,,,market.getlist.priceDecimals/quantityDecimals,1774308076976.0,False,0.9570815450643777,0.8652173913043478,0.0,74.26991976114947,6.096e-06,6.11e-06,6.103e-06,1.4000000000000205e-08,0.178045872,585.38677613,53,118,0.0,0.0,0.0,0.0,0.0,0.0,0.178045872,8325.220996007,0.178045872,288,1774221000.0,1774308000.0,291,3,0.9896907216494846,0.0,33.81455427984822,35.08054190035578,0.10563182964415833,-0.019524530137190254,695.74200582,0,,,,,,,1.4740730340707902,0.875,0.4125,0.7625,0.3625,0.0,0.9943298969072165,1.0,1.0,0.23703651703539508,0.7456788390117984,61.750087359190154,"['top_of_book_quote<75', 'depth_10bps<250', 'missing_last_trade_age_sec', 'recent_trade_count<40']",top_of_book_quote<75; depth_10bps<250; missing_last_trade_age_sec; recent_trade_count<40,False
