trading_pair,screen_score,microstructure_screen_score,strategy_score,strategy_signal_count,strategy_hit_rate,strategy_mean_barrier_return_net_bps,strategy_profit_factor_proxy,strategy_ambiguous_rate,strategy_current_signal,strategy_recommended_side,quote_volume_24h,spread_bps,top_of_book_quote,sym_depth_quote_10bps
UNI-USDT,90.24865707418152,95.1884,82.83904268545379,5,0.8,44.91732128209922,28.06407019572408,0.0,0,long,4612712.599,2.9695619896062064,948.49616,14318.53452
LTC-USDT,89.3107425755991,97.38388025619604,77.20103605470369,4,0.75,16.306457538517098,10.765421718296757,0.0,0,long,7347432.53,1.8651496782613095,4752.833904,58395.481936
ETH-USDT,85.81422105263157,95.48966666666665,71.30105263157895,3,1.0,19.377137452671537,inf,0.0,0,long,581185060.91,0.05021983733790119,10591.5184875,158846.5019996
OP-USDT,81.50834736842104,87.42899999999999,72.62736842105262,3,1.0,25.22395823591309,inf,0.0,0,long,1260506.3213,9.666505558239631,1735.76029,1735.76029
