connector,exchange_symbol,trading_pair,base_asset,quote_asset,is_active,status_detail,permissions_spot,last_price,quote_volume_24h,volume_base_24h,bid_price,bid_quantity,ask_price,ask_quantity,spread_bps,top_of_book_quote,price_tick_estimate,amount_step_estimate,min_order_size_base_estimate,min_notional_quote_estimate,maker_fee_estimate,taker_fee_estimate,rule_estimate_source,raw_trade_side_type,book_crossed,coarse_volume_rank,coarse_spread_rank,coarse_top_rank,coarse_score,best_bid,best_ask,mid_price,spread_abs,bid_top_quote,ask_top_quote,orderbook_levels_bid,orderbook_levels_ask,bid_depth_quote_5bps,ask_depth_quote_5bps,sym_depth_quote_5bps,bid_depth_quote_10bps,ask_depth_quote_10bps,sym_depth_quote_10bps,bid_depth_quote_25bps,ask_depth_quote_25bps,sym_depth_quote_25bps,bid_depth_quote_50bps,ask_depth_quote_50bps,sym_depth_quote_50bps,bid_depth_quote_100bps,ask_depth_quote_100bps,sym_depth_quote_100bps,bid_depth_quote_1xspread,ask_depth_quote_1xspread,sym_depth_quote_1xspread,bid_depth_quote_2xspread,ask_depth_quote_2xspread,sym_depth_quote_2xspread,n_candles,candle_first_ts,candle_last_ts,candle_expected,candle_missing,coverage_ratio,zero_volume_fraction,natr_bps_mean,realized_vol_bps,efficiency_ratio,lag1_return_autocorr,median_quote_volume_per_bar,recent_trade_count,trades_per_minute,trade_quote_volume,trade_quote_volume_per_minute,last_trade_age_sec,median_trade_quote,buy_trade_fraction,strategy_side_mode,strategy_sample_days,strategy_time_limit_bars,strategy_current_signal,strategy_current_bbp,strategy_current_macd,strategy_current_macdh,strategy_last_signal_ts,strategy_last_signal_side,strategy_bars_since_last_signal,strategy_recommended_side,strategy_signal_count,strategy_events_per_day,strategy_hit_rate,strategy_take_profit_rate,strategy_stop_loss_rate,strategy_time_limit_rate,strategy_ambiguous_rate,strategy_mean_barrier_return_bps,strategy_mean_barrier_return_net_bps,strategy_mean_forward_return_bps,strategy_profit_factor_proxy,strategy_edge_to_spread_ratio,strategy_best_excursion_bps,strategy_worst_excursion_bps,long_signal_count,long_events_per_day,long_hit_rate,long_take_profit_rate,long_stop_loss_rate,long_time_limit_rate,long_ambiguous_rate,long_mean_barrier_return_bps,long_mean_barrier_return_net_bps,long_mean_forward_return_bps,long_profit_factor_proxy,long_edge_to_spread_ratio,long_best_excursion_bps,long_worst_excursion_bps,short_signal_count,short_events_per_day,short_hit_rate,short_take_profit_rate,short_stop_loss_rate,short_time_limit_rate,short_ambiguous_rate,short_mean_barrier_return_bps,short_mean_barrier_return_net_bps,short_mean_forward_return_bps,short_profit_factor_proxy,short_edge_to_spread_ratio,short_best_excursion_bps,short_worst_excursion_bps,vol_to_spread_ratio,volume_rank,depth_rank,spread_rank,top_rank,activity_rank,quality_rank,alpha_natr_score,alpha_efficiency_score,alpha_edge_score,alpha_rank,screen_score,rejection_reasons,rejection_reason,passed_filters,microstructure_screen_score,microstructure_passed_filters,microstructure_rejection_reasons,microstructure_rejection_reason,strategy_event_rank,strategy_activity_rank,strategy_hit_rank,strategy_edge_rank,strategy_pf_rank,strategy_ambiguity_rank,strategy_rank,strategy_score
mexc,UNIUSDT,UNI-USDT,UNI,USDT,True,1,True,3.366,4612712.599,1350462.57,3.365,812.56,3.366,225.8,2.9695619896062064,948.49616,0.001,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9860347016504444,0.9635901778154107,0.9813717188823031,97.94909741380577,3.367,3.368,3.3674999999999997,0.0009999999999998899,2162.5904299999997,948.49616,143,200,6860.987869999999,13380.94841,6860.987869999999,14318.53452,23127.83091,14318.53452,61550.17095,91333.66625000001,61550.17095,146245.74823,144802.33005,144802.33005,178246.99833,167374.29797,167374.29797,2162.5904299999997,948.49616,948.49616,6860.987869999999,13380.94841,6860.987869999999,480,1774529400.0,1774673100.0,480,0,1.0,0.0,24.34171561872775,18.892714670594177,0.07692307692307689,0.07157968638991381,7879.8530200000005,500,6.772009029345373,58286.77687,789.437158510158,12.0007803440094,47.284510000000004,0.492,long_only,1.6666666666666667,9,0,0.2685426028344715,-0.002564261631399667,0.00044414907725813307,1774614600.0,long,195.0,long,5,3.0,0.8,0.0,0.0,1.0,0.0,47.88688327170543,44.91732128209922,47.88688327170543,28.06407019572408,16.125907941748576,60.87757673897087,-22.43422025614339,5,3.0,0.8,0.0,0.0,1.0,0.0,47.88688327170543,44.91732128209922,47.88688327170543,28.06407019572408,16.125907941748576,60.87757673897087,-22.43422025614339,0,0.0,,,,,,,,,,,,,8.197072734607472,0.968,0.966,0.928,0.952,0.8476999999999999,1.0,1.0,1.0,1.0,1.0,90.24865707418152,[],,True,95.1884,True,[],,0.979,0.979,0.5778947368421052,0.9052631578947369,0.9763779527559056,0.4989473684210526,0.8283904268545379,82.83904268545379
mexc,LTCUSDT,LTC-USDT,LTC,USDT,True,1,True,53.58,7347432.53,136036.1499,53.6,136.8016,53.61,87.7664,1.8651496782613095,4752.833904,0.01,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9898434193821414,0.9784081287044877,0.9944961896697714,98.7915150770254,53.61,53.62,53.614999999999995,0.00999999999999801,5326.1320559999995,4752.833904,200,200,25928.482128000003,28950.8692,25928.482128000003,58395.481936,78749.873056,58395.481936,259811.673035,166756.849717,166756.849717,540463.838002,480190.56104,480190.56104,594818.884945,511477.55209199997,511477.55209199997,5326.1320559999995,4752.833904,4752.833904,12658.697816,10786.38052,10786.38052,480,1774529400.0,1774673100.0,480,0,1.0,0.0,18.186402297690805,13.693799334465037,0.045948203842940814,0.0014080700093309967,19319.841011000004,500,18.42751842751843,73405.511157,2705.362819054054,8.991210460662842,29.9058925,0.512,long_only,1.6666666666666667,9,0,0.6308523467249212,0.012249775047408207,0.012155166385793495,1774614000.0,long,197.0,long,4,2.4,0.75,0.0,0.0,1.0,0.0,18.17160721677841,16.306457538517098,18.17160721677841,10.765421718296757,9.74270720927768,33.06667898410331,-17.223079351423586,4,2.4,0.75,0.0,0.0,1.0,0.0,18.17160721677841,16.306457538517098,18.17160721677841,10.765421718296757,9.74270720927768,33.06667898410331,-17.223079351423586,0,0.0,,,,,,,,,,,,,9.750639591908865,0.976,0.986,0.954,0.989,0.9444999999999999,1.0,1.0,0.9189640768588162,1.0,0.9729880256196054,89.3107425755991,[],,True,97.38388025619604,True,[],,0.95,0.95,0.5621052631578948,0.7621052631578947,0.9606299212598425,0.4989473684210526,0.7720103605470369,77.20103605470369
mexc,ETHUSDT,ETH-USDT,ETH,USDT,True,1,True,1990.57,581185060.91,289792.4185,1990.91,2.16954,1990.94,0.2,0.05021983733790119,10591.5184875,0.01,0.0001,0.0001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9995768091409225,0.9987298899237934,0.9593564775613886,99.13210130207335,1991.24,1991.25,1991.245,0.009999999999990905,18605.011553199998,10591.5184875,200,200,705320.7871662,117140.4190546,117140.4190546,724055.3218188,158846.5019996,158846.5019996,754146.8833714,201918.4588746,201918.4588746,763331.7093158,214213.26422409998,214213.26422409998,1300558.4947215,732650.0607345,732650.0607345,18605.011553199998,10591.5184875,10591.5184875,18605.011553199998,10685.5856099,10685.5856099,480,1774529400.0,1774673100.0,480,0,1.0,0.0,20.950032945927987,17.240353235009213,0.07819584911086629,-0.011220065694818041,1213559.8309687497,500,37.03703703703704,415488.2392036,30776.90660767407,9.357750415802002,83.29311045,0.512,long_only,1.6666666666666667,9,0,0.7305282785061394,0.49750245815221206,0.19668842351626248,1774614600.0,long,195.0,long,3,1.7999999999999998,1.0,0.0,0.0,1.0,0.0,19.42735729000944,19.377137452671537,19.42735729000944,inf,386.8462806698003,30.390445345739682,-25.21580957205042,3,1.7999999999999998,1.0,0.0,0.0,1.0,0.0,19.42735729000944,19.377137452671537,19.42735729000944,inf,386.8462806698003,30.390445345739682,-25.21580957205042,0,0.0,,,,,,,,,,,,,417.16648353452314,0.999,0.973,0.995,0.993,0.9602499999999999,1.0,1.0,1.0,0.0,0.6666666666666666,85.81422105263157,[],,True,95.48966666666665,True,[],,0.896,0.896,0.7936842105263158,0.7852631578947369,0.0,0.4989473684210526,0.7130105263157895,71.30105263157895
mexc,OPUSDT,OP-USDT,OP,USDT,True,1,True,0.1034,1260506.3213,11987315.6,0.1033,21500.82,0.1034,223.87,9.666505558239631,1735.76029,0.0001,0.01,0.01,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9636055861193398,0.8467400508044031,0.6756985605419137,87.68077971751204,0.1034,0.1035,0.10345,9.999999999998899e-05,1735.76029,2711.8862999999997,87,200,1735.76029,2711.8862999999997,1735.76029,1735.76029,2711.8862999999997,1735.76029,38943.453815999994,23774.867755,23774.867755,64066.403126,41237.519863,41237.519863,111707.221257,73146.710348,73146.710348,1735.76029,2711.8862999999997,1735.76029,10708.321848,14065.935552,10708.321848,480,1774529400.0,1774673100.0,480,0,1.0,0.0,36.608416059652214,26.307584511002705,0.05251641137855591,0.07457628701408649,2763.4634705,500,3.1756113051762465,51056.615222,324.2719290060337,9.160130262374878,20.8534175,0.5,long_only,1.6666666666666667,9,0,0.41237840913244167,-2.7512391474332487e-06,2.5353190505168585e-05,1774614000.0,long,197.0,long,3,1.7999999999999998,1.0,0.0,0.0,1.0,0.0,34.89046379415272,25.22395823591309,34.89046379415272,inf,3.609418479505497,47.58283538281412,-41.20349232940394,3,1.7999999999999998,1.0,0.0,0.0,1.0,0.0,34.89046379415272,25.22395823591309,34.89046379415272,inf,3.609418479505497,47.58283538281412,-41.20349232940394,0,0.0,,,,,,,,,,,,,3.7871406413714386,0.915,0.91,0.685,0.974,0.70975,1.0,1.0,1.0,1.0,1.0,81.50834736842104,[],,True,87.42899999999999,True,[],,0.896,0.896,0.7936842105263158,0.8294736842105264,0.0,0.4989473684210526,0.7262736842105263,72.62736842105262
mexc,UNIUSDC,UNI-USDC,UNI,USDC,True,1,True,3.365,1153681.142,337743.12,3.363,32.16,3.364,18.42,2.9713266973700487,59.897000000000006,0.001,0.001,0.001,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9589504866694879,0.9631668077900085,0.8035563082133785,92.89257312583962,3.365,3.366,3.3655,0.0009999999999998899,59.897000000000006,90.17514,49,79,266.11019999999996,145.02357,145.02357,319.11107999999996,200.99973,200.99973,26918.91958,1004.17791,1004.17791,69932.4939,106756.79218,69932.4939,159267.63172,178771.19311,159267.63172,59.897000000000006,90.17514,59.897000000000006,266.11019999999996,145.02357,145.02357,480,1774529400.0,1774673100.0,480,0,1.0,0.0,25.3814638029354,18.683723154492196,0.07870593915982597,0.048272461433560745,1890.21376,500,4.548211036992116,29053.71931,264.28489366282594,4.043207883834839,22.858235,0.522,long_only,1.6666666666666667,9,0,0.2474586764338263,-0.002663696969164242,0.000421966534766483,1774614600.0,long,195.0,long,5,3.0,0.8,0.0,0.0,1.0,0.0,49.67758063750205,46.706253940132,49.67758063750205,29.05955346341929,16.718989763553154,62.674727173679834,-23.629506081956688,5,3.0,0.8,0.0,0.0,1.0,0.0,49.67758063750205,46.706253940132,49.67758063750205,29.05955346341929,16.718989763553154,62.674727173679834,-23.629506081956688,0,0.0,,,,,,,,,,,,,8.54213164287885,0.904,0.93,0.927,0.67,0.84005,1.0,1.0,1.0,1.0,1.0,87.61884089515125,"['top_of_book_quote<250', 'depth_10bps<1000']",top_of_book_quote<250; depth_10bps<1000,False,90.56859999999999,False,"['top_of_book_quote<250', 'depth_10bps<1000']",top_of_book_quote<250; depth_10bps<1000,0.979,0.979,0.5778947368421052,0.9157894736842105,0.9803149606299213,0.4989473684210526,0.8319420223787816,83.19420223787816
mexc,SUIUSDT,SUI-USDT,SUI,USDT,True,1,True,0.8766,12008195.5098,13473586.64,0.8769,552.08,0.877,64.79,2.280241705620545,112.42195199999999,0.0001,0.0,0.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9940753279729158,0.9872988992379339,0.79424216765453,95.24145887254932,0.877,0.8772,0.8771,0.00019999999999997797,7868.61063,112.42195199999999,200,200,47678.218473,11854.277210999999,11854.277210999999,130349.439569,125203.02990400001,125203.02990400001,401821.064127,283864.595424,283864.595424,447347.188894,334422.313161,334422.313161,557947.182372,383400.029421,383400.029421,24337.792296,1726.3030319999998,1726.3030319999998,47678.218473,9110.466336,9110.466336,480,1774529400.0,1774673100.0,480,0,1.0,0.0,24.41189049186362,18.780454012838494,0.09044306114976204,0.020813561425578855,26388.8976045,500,10.964912280701753,305339.405159,6696.039586820176,24.356717824935913,59.911758000000006,0.522,long_only,1.6666666666666667,9,0,0.47691270251692275,-8.481381082792172e-05,0.00016300029802636916,1774643100.0,long,100.0,long,9,5.3999999999999995,0.5555555555555556,0.0,0.0,1.0,0.0,6.99557848967864,4.7153367840580955,6.99557848967864,1.8142117126335493,3.0679109466489054,28.43799638233582,-40.75823270645435,9,5.3999999999999995,0.5555555555555556,0.0,0.0,1.0,0.0,6.99557848967864,4.7153367840580955,6.99557848967864,1.8142117126335493,3.0679109466489054,28.43799638233582,-40.75823270645435,0,0.0,,,,,,,,,,,,,10.70583457520797,0.986,0.982,0.945,0.796,0.80715,1.0,1.0,1.0,1.0,1.0,86.2052212349772,['top_of_book_quote<250'],top_of_book_quote<250,False,94.47779999999999,False,['top_of_book_quote<250'],top_of_book_quote<250,1.0,1.0,0.5136842105263157,0.671578947368421,0.8385826771653543,0.4989473684210526,0.7379635308744301,73.79635308744301
mexc,LINKUSDT,LINK-USDT,LINK,USDT,True,1,True,8.529,14052188.565,1628097.33,8.53,8541.51,8.531,212.4,1.1718521122648646,39.08572,0.001,0.01,0.01,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9953449005501481,0.9868755292125317,0.9881456392887383,99.17877054634621,8.533,8.534,8.5335,0.0010000000000012221,245.83572999999998,39.08572,200,200,37420.20656,7848.886029999999,7848.886029999999,66543.11605,120520.01776999999,66543.11605,199249.47114,301271.74754,199249.47114,527177.2950599999,636895.5932,527177.2950599999,1092838.61254,947962.6492,947962.6492,245.83572999999998,39.08572,39.08572,3539.10241,4852.142919999999,3539.10241,480,1774529400.0,1774673100.0,480,0,1.0,0.0020833333333333333,21.268579433230524,17.210682326314238,0.09013605442176852,-0.00915633944287932,34407.75567,500,4.205214465937763,293580.95362,2469.1417461732544,6.53359055519104,24.262155,0.506,long_only,1.6666666666666667,9,0,0.4663121262248879,-0.001417653045349354,0.001612296974291489,1774614600.0,long,195.0,long,2,1.2,1.0,0.0,0.0,1.0,0.0,36.22920619391623,35.05735408165136,36.22920619391623,inf,30.916193105540625,39.72904506673758,-22.749804945567664,2,1.2,1.0,0.0,0.0,1.0,0.0,36.22920619391623,35.05735408165136,36.22920619391623,inf,30.916193105540625,39.72904506673758,-22.749804945567664,0,0.0,,,,,,,,,,,,,18.149542259325084,0.989,0.987,0.971,0.613,0.8163,0.9990625000000001,1.0,1.0,1.0,1.0,84.65754552631579,"['top_of_book_quote<250', 'strategy_signal_count<3']",top_of_book_quote<250; strategy_signal_count<3,False,93.702225,False,['top_of_book_quote<250'],top_of_book_quote<250,0.803,0.802,0.7936842105263158,0.871578947368421,0.0,0.4989473684210526,0.7109052631578947,71.09052631578948
mexc,LTCUSDC,LTC-USDC,LTC,USDC,True,1,True,53.56,1158789.28,21456.87,53.56,6.51,53.57,1.46,1.8668906935495213,8.571200000000001,0.01,0.0001,0.0001,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9593736775285654,0.9779847586790855,0.8302286198137172,93.81974362732258,53.56,53.57,53.565,0.00999999999999801,145.68320000000003,8.571200000000001,80,200,240.45620000000002,73.947,73.947,303.08180000000004,249.78060000000002,249.78060000000002,137855.6046,41251.3074,41251.3074,373165.321,244536.84350000002,244536.84350000002,377720.81639999995,344318.55470000004,344318.55470000004,145.68320000000003,8.571200000000001,8.571200000000001,184.23920000000004,30.003200000000003,30.003200000000003,480,1774529400.0,1774673100.0,480,0,1.0,0.0,18.106233250293496,13.532907712285176,0.048832271762208175,0.019351208582666524,2836.8065500000002,500,7.953340402969247,20834.789,331.4123382820785,32.452139377593994,11.7876,0.496,long_only,1.6666666666666667,9,0,0.5447033871975713,0.011087889369044035,0.009269703428620055,1774613700.0,long,198.0,long,4,2.4,0.75,0.0,0.0,1.0,0.0,17.709961917487803,15.843071223938281,17.709961917487803,7.344889022971675,9.486341101104228,31.208992162460312,-16.29423526110063,4,2.4,0.75,0.0,0.0,1.0,0.0,17.709961917487803,15.843071223938281,17.709961917487803,7.344889022971675,9.486341101104228,31.208992162460312,-16.29423526110063,0,0.0,,,,,,,,,,,,,9.69860384052164,0.905,0.978,0.953,0.342,0.7211000000000001,1.0,1.0,0.9766454352441635,1.0,0.9922151450813878,83.42621343990399,"['top_of_book_quote<250', 'depth_10bps<1000']",top_of_book_quote<250; depth_10bps<1000,False,87.83935145081388,False,"['top_of_book_quote<250', 'depth_10bps<1000']",top_of_book_quote<250; depth_10bps<1000,0.95,0.95,0.5621052631578948,0.751578947368421,0.952755905511811,0.4989473684210526,0.7680650642353916,76.80650642353916
mexc,SUIUSDC,SUI-USDC,SUI,USDC,True,1,True,0.8763,633299.4054,710748.51,0.8765,52.18,0.8768,9.07,1.1405759908752664,47.560975,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9344054168429962,0.9546994072819645,0.502116850127011,85.30212011095412,0.8767,0.8768,0.87675,9.999999999998899e-05,47.560975,49.661952,104,200,102.69304699999999,73.446058,73.446058,129.503961,79.84961799999999,79.84961799999999,129377.89143999999,158517.674397,129377.89143999999,263973.912267,226903.333504,226903.333504,283773.835081,237324.301091,237324.301091,47.560975,49.661952,47.560975,55.985101,58.869402,55.985101,480,1774529400.0,1774673100.0,480,0,1.0,0.0,24.17727260343104,18.662293822951312,0.0922563912560208,0.006469903639722575,1376.155643,500,5.177770107007249,21442.817389000003,222.0519577735589,25.49720072746277,11.923805,0.498,long_only,1.6666666666666667,9,0,0.44448456708736095,-0.00010371221139193754,0.0001523337783555945,1774643400.0,long,99.0,long,5,3.0,0.4,0.0,0.0,1.0,0.0,19.604288992332908,18.46371300145764,19.604288992332908,5.366732753425458,17.18806037402977,41.797672980397934,-24.77234694982555,5,3.0,0.4,0.0,0.0,1.0,0.0,19.604288992332908,18.46371300145764,19.604288992332908,5.366732753425458,17.18806037402977,41.797672980397934,-24.77234694982555,0,0.0,,,,,,,,,,,,,21.1974237550605,0.847,0.975,0.972,0.639,0.7282,1.0,1.0,1.0,0.9600858748313167,0.9866952916104389,83.41886098298215,"['quote_volume_24h<1e+06', 'top_of_book_quote<250', 'depth_10bps<1000']",quote_volume_24h<1e+06; top_of_book_quote<250; depth_10bps<1000,False,89.09735291610438,False,"['quote_volume_24h<1e+06', 'top_of_book_quote<250', 'depth_10bps<1000']",quote_volume_24h<1e+06; top_of_book_quote<250; depth_10bps<1000,0.979,0.979,0.4063157894736842,0.7747368421052632,0.9173228346456693,0.4989473684210526,0.749011230832988,74.9011230832988
mexc,APTUSDT,APT-USDT,APT,USDT,True,1,True,0.9502,2559743.7103,2589520.53,0.9507,8.07,0.9512,635.56,7.364932400442252,12.237288,0.0001,0.0001,0.0001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9784172661870504,0.9233700254022015,0.4944961896697714,86.78712406873824,0.9501,0.9508,0.95045,0.0007000000000000339,12.237288,604.290448,177,200,12.237288,604.290448,12.237288,2153.7521840000004,8990.24489,2153.7521840000004,32868.154833,31546.193682,31546.193682,102537.691687,70676.122964,70676.122964,228192.602605,176244.055238,176244.055238,2153.7521840000004,604.290448,604.290448,2757.152848,9595.107342,2757.152848,480,1774529400.0,1774673100.0,480,0,1.0,0.0,28.015050083054813,21.4293509031202,0.10842412968376325,0.02465212093793623,5929.4692815,500,5.839984426708196,85977.81937400001,1004.2182523729806,14.222361087799072,55.1084585,0.498,long_only,1.6666666666666667,9,0,0.17844071432896663,-0.004386318511035325,0.0007206219949943415,1774614600.0,long,195.0,long,5,3.0,0.8,0.0,0.0,1.0,0.0,26.31039530959267,18.945462909150418,26.31039530959267,5.629689917513014,3.5723878888573064,43.94768724139819,-44.66657066289725,5,3.0,0.8,0.0,0.0,1.0,0.0,26.31039530959267,18.945462909150418,26.31039530959267,5.629689917513014,3.5723878888573064,43.94768724139819,-44.66657066289725,0,0.0,,,,,,,,,,,,,3.80384347877688,0.95,0.932,0.759,0.401,0.8176000000000001,1.0,1.0,1.0,1.0,1.0,83.41803438043928,['top_of_book_quote<250'],top_of_book_quote<250,False,86.60319999999999,False,['top_of_book_quote<250'],top_of_book_quote<250,0.979,0.979,0.5778947368421052,0.7810526315789473,0.9291338582677166,0.4989473684210526,0.7864028595109822,78.64028595109822
