connector,exchange_symbol,trading_pair,base_asset,quote_asset,is_active,status_detail,permissions_spot,last_price,quote_volume_24h,volume_base_24h,bid_price,bid_quantity,ask_price,ask_quantity,spread_bps,top_of_book_quote,price_tick_estimate,amount_step_estimate,min_order_size_base_estimate,min_notional_quote_estimate,maker_fee_estimate,taker_fee_estimate,rule_estimate_source,raw_trade_side_type,book_crossed,coarse_volume_rank,coarse_spread_rank,coarse_top_rank,coarse_score
mexc,USDCUSDT,USDC-USDT,USDC,USDT,True,1,True,1.0003,33685217.4038,33677717.4,1.0002,3390029.46,1.0003,4485921.0,0.999750062484269,3390707.4658919997,0.0001,1.0,1.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9960356788899901,0.9920713577799802,1.0,99.58374628344897
mexc,BNBUSDT,BNB-USDT,BNB,USDT,True,1,True,638.3,50201212.89,78664.6794,638.3,2.6995,638.31,8.9856,0.156664917241615,1723.0908499999998,0.01,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9970267591674926,0.998017839444995,0.9890981169474727,99.56888007928643
mexc,USD1USDT,USD1-USDT,USD1,USDT,True,1,True,0.9997,15397980.0088,15402605.41,0.9997,848020.5,0.9998,985601.92,1.0002500625155186,847766.0938500001,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9925668979187314,0.9903369672943508,0.9995044598612488,99.33969276511398
mexc,DOGEUSDT,DOGE-USDT,DOGE,USDT,True,1,True,0.09401,39780989.26769,427210446.65,0.094,36999.41,0.09401,115718.75,1.06377320355259,3477.9445400000004,1e-05,1.0,1.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9965312190287413,0.9851337958374629,0.9945490584737364,99.32854311199208
mexc,SOLUSDT,SOL-USDT,SOL,USDT,True,1,True,91.33,153150319.16,1711766.989,91.31,139.067,91.32,12.542,1.09511033236499,1145.3354399999998,0.01,0.01,0.01,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9985133795837463,0.9831516352824579,0.9836471754212092,99.1699702675917
mexc,EURUSDT,EUR-USDT,EUR,USDT,True,1,True,1.1611,6860535.489,5919870.33,1.161,42702.94,1.1611,1572.97,0.8612893501570905,1826.375467,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9871159563924677,0.9945490584737364,0.9900891972249752,98.95688800792864
mexc,LINKUSDT,LINK-USDT,LINK,USDT,True,1,True,9.1,31398054.852,3490739.8,9.098,206.14,9.099,85.67,1.0990822663070239,779.51133,0.001,0.01,0.01,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9955401387512388,0.9826560951437067,0.9762140733399405,98.84539147670961
mexc,USDEUSDT,USDE-USDT,USDE,USDT,True,1,True,0.9995,6032442.6661,6035367.34,0.9995,688791.43,0.9996,300783.92,1.0004502025910558,300663.606432,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9841427155599604,0.9893458870168483,0.9985133795837463,98.83176412289396
mexc,XRPUSDT,XRP-USDT,XRP,USDT,True,1,True,1.4312,114886451.0054,81219520.43,1.4309,276.02,1.4311,10472.65,1.397624039133319,394.957018,0.0001,0.1,0.1,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.998017839444995,0.9801783944499505,0.9603567888999008,98.60257680872151
mexc,LTCUSDT,LTC-USDT,LTC,USDT,True,1,True,55.59,10164782.55,184745.3711,55.59,162.365,55.6,36.4416,1.7987229067358594,2026.1529600000001,0.01,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9890981169474727,0.9737363726461843,0.9910802775024777,98.56541129831517
