symbol,session,n_probes,n_miss,max_n,has_min_month_file,has_session_bars,has_regular_bars,prior_close,prior_adv,has_quote_month_file,daily_eligible,first_trade_et,category
MMED,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
MNDR,2025-09-03,13,1,50,1,1,1,4.806,475181.0,1,0,09:30,intra_session_sparse
MNKD,2025-09-03,13,0,372,1,1,1,5.74,22853773.0,1,1,04:00,intra_session_sparse
MNOV,2025-09-03,13,13,0,0,0,0,1.31,85083.0,0,0,,no_minute_file
MNRO,2025-09-03,13,0,200,1,1,1,16.49,15108684.0,1,1,07:38,intra_session_sparse
MNTN,2025-09-03,13,13,0,1,0,0,19.98,20149713.0,1,1,,no_session_bars_has_month_file
MNTS,2025-09-03,13,13,0,0,0,0,23.38,32802530.0,0,0,,no_minute_file
MOB,2025-09-03,13,1,140,1,1,1,5.81,2537984.0,1,1,08:00,intra_session_sparse
MOBI,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
MOBX,2025-09-03,13,0,315,1,1,1,12.1,1091062.0,1,0,04:01,intra_session_sparse
MOV,2025-09-03,13,0,133,1,1,1,18.85,2520926.0,1,1,09:30,intra_session_sparse
MOVE,2025-09-03,13,0,371,1,1,1,6.738,6362230.0,1,1,04:01,intra_session_sparse
MPAA,2025-09-03,13,2,134,1,1,1,14.51,2759276.0,1,1,09:30,intra_session_sparse
MPLT,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
MPU,2025-09-03,13,1,232,1,1,1,2.03,3150117.0,1,1,08:00,intra_session_sparse
MQ,2025-09-03,13,0,364,1,1,1,6.17,30906601.0,1,1,04:16,intra_session_sparse
MRAM,2025-09-03,13,2,44,1,1,1,6.36,434724.0,1,0,09:30,intra_session_sparse
MRBK,2025-09-03,13,0,65,1,1,1,15.71,862352.0,1,0,09:30,intra_session_sparse
MRKR,2025-09-03,13,13,0,0,0,0,0.895,2603245.0,0,0,,no_minute_file
MRLN,2025-09-03,13,3,3,1,1,1,10.374,1336150.0,1,0,10:38,intra_session_sparse
MRNO,2025-09-03,13,13,0,0,0,0,5.8,31326.0,0,0,,no_minute_file
MRTN,2025-09-03,13,0,236,1,1,1,11.6,7090250.0,1,1,09:30,intra_session_sparse
MRVI,2025-09-03,13,0,275,1,1,1,2.37,3414192.0,1,1,09:27,intra_session_sparse
MSBI,2025-09-03,13,0,91,1,1,1,18.47,2142234.0,1,1,09:30,intra_session_sparse
MSGM,2025-09-03,13,13,0,0,0,0,2.93,88703.0,0,0,,no_minute_file
MSGY,2025-09-03,13,2,47,1,1,1,13.3,1665480.0,1,0,08:54,intra_session_sparse
MSS,2025-09-03,13,13,0,1,0,0,9.1,22270.0,1,0,,no_session_bars_has_month_file
MTA,2025-09-03,13,0,311,1,1,1,5.72,2940956.0,1,1,06:53,intra_session_sparse
MTAL,2025-09-03,13,0,309,1,1,1,12.13,12737884.0,1,1,09:30,intra_session_sparse
MTC,2025-09-03,13,13,0,1,0,0,0.93,72823.0,1,0,,no_session_bars_has_month_file
MTEK,2025-09-03,13,13,0,1,0,0,2.89,176366.0,1,0,,no_session_bars_has_month_file
MTEN,2025-09-03,13,13,0,0,0,0,2390.0,960775.0,0,0,,no_minute_file
MTNB,2025-09-03,13,2,40,1,1,1,1.83,3153223.0,1,1,08:54,intra_session_sparse
MTRX,2025-09-03,13,1,121,1,1,1,14.85,1794109.0,1,0,09:30,intra_session_sparse
MTUS,2025-09-03,13,2,171,1,1,1,16.2,5025611.0,1,1,09:30,intra_session_sparse
MTVA,2025-09-03,13,13,0,1,0,0,7.007,32650.0,1,0,,no_session_bars_has_month_file
MTW,2025-09-03,13,0,169,1,1,1,9.91,3907134.0,1,1,09:30,intra_session_sparse
MUFG,2025-09-03,13,0,373,1,1,1,15.32,47674762.0,1,1,04:01,intra_session_sparse
MUX,2025-09-03,13,0,370,1,1,1,13.79,15273442.0,1,1,04:00,intra_session_sparse
MVIS,2025-09-03,13,0,366,1,1,1,1.14,4602811.0,1,1,07:08,intra_session_sparse
MVST,2025-09-03,13,0,369,1,1,1,2.64,21376257.0,1,1,04:01,intra_session_sparse
MWG,2025-09-03,13,13,0,1,0,0,2.59,90237.0,1,0,,no_session_bars_has_month_file
MWYN,2025-09-03,13,13,0,1,0,0,0.835,454910.0,1,0,,no_session_bars_has_month_file
MX,2025-09-03,13,2,195,1,1,1,3.06,1099101.0,1,0,09:30,intra_session_sparse
MXCT,2025-09-03,13,0,265,1,1,1,1.34,1730867.0,1,0,06:07,intra_session_sparse
MXL,2025-09-03,13,0,310,1,1,1,15.62,22921366.0,1,1,09:30,intra_session_sparse
MYE,2025-09-03,13,2,151,1,1,1,16.58,3522356.0,1,1,09:28,intra_session_sparse
MYGN,2025-09-03,13,0,345,1,1,1,6.9,14160534.0,1,1,07:18,intra_session_sparse
MYO,2025-09-03,13,0,216,1,1,1,1.06,2292830.0,1,1,08:00,intra_session_sparse
MYSE,2025-09-03,13,2,56,1,1,1,1.96,205576.0,1,0,08:58,intra_session_sparse
MYX,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
NA,2025-09-03,13,2,57,1,1,1,5.18,2604572.0,1,1,07:21,intra_session_sparse
NABL,2025-09-03,13,0,300,1,1,1,7.99,6487040.0,1,1,08:18,intra_session_sparse
NAGE,2025-09-03,13,0,305,1,1,1,9.88,10715352.0,1,1,08:00,intra_session_sparse
NAK,2025-09-03,13,13,0,1,0,0,0.86,4481162.0,1,0,,no_session_bars_has_month_file
NAKA,2025-09-03,13,13,0,0,0,0,185.2,9590492.0,0,0,,no_minute_file
NAMM,2025-09-03,13,0,291,1,1,1,3.03,557754.0,1,0,04:00,intra_session_sparse
NAT,2025-09-03,13,0,352,1,1,1,3.11,5289326.0,1,1,06:18,intra_session_sparse
NATR,2025-09-03,13,0,127,1,1,1,16.8,1946666.0,1,0,09:30,intra_session_sparse
NAVI,2025-09-03,13,0,282,1,1,1,13.73,9961000.0,1,1,09:30,intra_session_sparse
NAVN,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
NB,2025-09-03,13,0,347,1,1,1,4.37,23380192.0,1,1,04:18,intra_session_sparse
NBBK,2025-09-03,13,0,98,1,1,1,18.91,3189247.0,1,1,09:30,intra_session_sparse
NCDL,2025-09-03,13,0,91,1,1,1,15.85,1811689.0,1,0,09:30,intra_session_sparse
NCEL,2025-09-03,13,13,0,1,0,0,20.6,424667.0,1,0,,no_session_bars_has_month_file
NCI,2025-09-03,13,13,0,1,0,0,13.58,24029.0,1,0,,no_session_bars_has_month_file
NCLH,2025-09-03,13,13,0,0,0,0,24.72,308617973.0,0,0,,no_minute_file
NCMI,2025-09-03,13,1,221,1,1,1,4.49,2435898.0,1,1,09:30,intra_session_sparse
NCNO,2025-09-03,13,13,0,0,0,0,31.08,57526779.0,0,0,,no_minute_file
NCRA,2025-09-03,13,13,0,0,0,0,1.5,32502.0,0,0,,no_minute_file
NDRA,2025-09-03,13,2,45,1,1,1,4.28,277428.0,1,0,07:41,intra_session_sparse
NEO,2025-09-03,13,0,370,1,1,1,8.81,16981174.0,1,1,04:00,intra_session_sparse
NEOG,2025-09-03,13,0,359,1,1,1,5.64,28477909.0,1,1,09:29,intra_session_sparse
NEON,2025-09-03,13,13,0,1,0,0,20.56,6442169.0,1,0,,no_session_bars_has_month_file
NEOV,2025-09-03,13,0,77,1,1,1,3.52,722326.0,1,0,07:26,intra_session_sparse
NERV,2025-09-03,13,13,0,0,0,0,2.265,93725.0,0,0,,no_minute_file
NESR,2025-09-03,13,0,295,1,1,1,9.38,6259410.0,1,1,08:11,intra_session_sparse
NEUP,2025-09-03,13,2,67,1,1,1,11.95,607283.0,1,0,09:30,intra_session_sparse
NEWP,2025-09-03,13,0,193,1,1,1,1.95,478308.0,1,0,07:00,intra_session_sparse
NEWT,2025-09-03,13,2,82,1,1,1,12.25,2205815.0,1,1,09:30,intra_session_sparse
NEXA,2025-09-03,13,13,0,1,0,0,4.88,54001.0,1,0,,no_session_bars_has_month_file
NEXN,2025-09-03,13,0,292,1,1,1,9.86,3650899.0,1,1,09:30,intra_session_sparse
NEXR,2025-09-03,13,13,0,0,0,0,65.77,280717.0,0,0,,no_minute_file
NEXT,2025-09-03,13,0,347,1,1,1,10.69,27062579.0,1,1,04:53,intra_session_sparse
NFBK,2025-09-03,13,0,131,1,1,1,11.86,1814996.0,1,0,09:30,intra_session_sparse
NFE,2025-09-03,13,0,364,1,1,1,2.35,19682541.0,1,1,04:15,intra_session_sparse
NFGC,2025-09-03,13,0,357,1,1,1,2.0,1089370.0,1,0,08:00,intra_session_sparse
NG,2025-09-03,13,0,369,1,1,1,6.69,19477656.0,1,1,07:00,intra_session_sparse
NGEN,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
NGL,2025-09-03,13,0,184,1,1,1,5.46,4299341.0,1,1,09:30,intra_session_sparse
NGNE,2025-09-03,13,2,89,1,1,1,19.64,2232861.0,1,1,09:30,intra_session_sparse
NHP,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
NIQ,2025-09-03,13,1,344,1,1,1,16.67,19990214.0,1,1,07:54,intra_session_sparse
NIVF,2025-09-03,13,13,0,0,0,0,119.4,293260.0,0,0,,no_minute_file
NKLR,2025-09-03,13,0,100,1,1,1,10.36,5293539.0,1,1,05:53,intra_session_sparse
NKTX,2025-09-03,13,1,236,1,1,1,2.1,1184291.0,1,0,08:11,intra_session_sparse
NLOP,2025-09-03,13,13,0,0,0,0,29.1,5115602.0,0,0,,no_minute_file
NMAX,2025-09-03,13,0,311,1,1,1,13.96,14364500.0,1,1,07:53,intra_session_sparse
NMFC,2025-09-03,13,0,175,1,1,1,10.54,4939632.0,1,1,09:30,intra_session_sparse
NMG,2025-09-03,13,13,0,1,0,0,1.93,143059.0,1,0,,no_session_bars_has_month_file
NMP,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
NMR,2025-09-03,13,0,242,1,1,1,7.16,3206559.0,1,1,04:03,intra_session_sparse
NMRA,2025-09-03,13,0,166,1,1,1,1.74,914034.0,1,0,08:00,intra_session_sparse
NMRK,2025-09-03,13,0,324,1,1,1,17.68,25384861.0,1,1,09:30,intra_session_sparse
NN,2025-09-03,13,0,339,1,1,1,17.6,19637840.0,1,1,07:12,intra_session_sparse
NNBR,2025-09-03,13,2,43,1,1,1,2.5,204619.0,1,0,09:30,intra_session_sparse
NNE,2025-09-03,13,13,0,0,0,0,32.61,94875349.0,0,0,,no_minute_file
NNOX,2025-09-03,13,0,341,1,1,1,3.78,5648799.0,1,1,04:00,intra_session_sparse
NOA,2025-09-03,13,0,129,1,1,1,13.65,2775451.0,1,1,09:30,intra_session_sparse
NOK,2025-09-03,13,0,375,1,1,1,4.23,67368661.0,1,1,04:00,intra_session_sparse
NOMA,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
NOMD,2025-09-03,13,0,261,1,1,1,15.38,19829006.0,1,1,09:30,intra_session_sparse
NOV,2025-09-03,13,0,376,1,1,1,13.1,38772665.0,1,1,09:10,intra_session_sparse
NP,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
NPAC,2025-09-03,13,2,2,1,1,1,10.1,1031426.0,1,0,09:30,intra_session_sparse
NPB,2025-09-03,13,2,99,1,1,1,18.0,2996521.0,1,1,09:30,intra_session_sparse
NPCE,2025-09-03,13,1,151,1,1,1,9.14,1840709.0,1,0,09:30,intra_session_sparse
NPKI,2025-09-03,13,0,267,1,1,1,10.41,9324022.0,1,1,08:42,intra_session_sparse
NPT,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
NPWR,2025-09-03,13,0,280,1,1,1,2.38,2848789.0,1,1,09:30,intra_session_sparse
NRC,2025-09-03,13,2,123,1,1,1,15.07,1500888.0,1,0,09:30,intra_session_sparse
NRDS,2025-09-03,13,0,235,1,1,1,10.26,5876069.0,1,1,09:30,intra_session_sparse
NRDY,2025-09-03,13,0,282,1,1,1,1.31,668867.0,1,0,08:17,intra_session_sparse
NRGV,2025-09-03,13,0,363,1,1,1,2.1,4025477.0,1,1,04:00,intra_session_sparse
NRIM,2025-09-03,13,13,0,0,0,0,23.11,4016768.0,0,0,,no_minute_file
NRIX,2025-09-03,13,0,343,1,1,1,9.11,7064790.0,1,1,06:22,intra_session_sparse
NRXP,2025-09-03,13,0,174,1,1,1,2.6,1336199.0,1,0,04:05,intra_session_sparse
NRXS,2025-09-03,13,13,0,0,0,0,2.63,142040.0,0,0,,no_minute_file
NSP,2025-09-03,13,13,0,0,0,0,54.43,35335596.0,0,0,,no_minute_file
NTGR,2025-09-03,13,13,0,0,0,0,26.9,11988588.0,0,0,,no_minute_file
NTIP,2025-09-03,13,13,0,0,0,0,1.52,56445.0,0,0,,no_minute_file
NTLA,2025-09-03,13,0,374,1,1,1,11.4,47553484.0,1,1,04:03,intra_session_sparse
NTSK,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
NTST,2025-09-03,13,0,355,1,1,1,17.81,19286299.0,1,1,09:30,intra_session_sparse
NU,2025-09-03,13,0,376,1,1,1,14.86,746556540.0,1,1,04:01,intra_session_sparse
NUAI,2025-09-03,13,13,0,1,0,0,0.426,621681.0,1,0,,no_session_bars_has_month_file
NUCL,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
NUS,2025-09-03,13,0,212,1,1,1,12.12,7575095.0,1,1,08:46,intra_session_sparse
NUTR,2025-09-03,13,13,0,1,0,0,4.66,4582290.0,1,1,,no_session_bars_has_month_file
NUVB,2025-09-03,13,0,376,1,1,1,2.95,12668205.0,1,1,04:03,intra_session_sparse
NUWE,2025-09-03,13,2,35,1,1,1,5.05,1124225.0,1,0,08:50,intra_session_sparse
NVAX,2025-09-03,13,0,365,1,1,1,7.55,77587970.0,1,1,04:23,intra_session_sparse
NVCR,2025-09-03,13,0,351,1,1,1,12.19,17656285.0,1,1,09:30,intra_session_sparse
NVGS,2025-09-03,13,2,159,1,1,1,15.99,5013547.0,1,1,09:30,intra_session_sparse
NVNI,2025-09-03,13,0,227,1,1,1,5.936,2185506.0,1,1,04:02,intra_session_sparse
NVRI,2025-09-03,13,0,246,1,1,1,10.95,13764890.0,1,1,09:02,intra_session_sparse
NVST,2025-09-03,13,13,0,1,0,0,20.72,36621827.0,1,0,,no_session_bars_has_month_file
NVTS,2025-09-03,13,0,376,1,1,1,5.76,109903547.0,1,1,04:00,intra_session_sparse
NVVE,2025-09-03,13,0,198,1,1,1,14.56,398275.0,1,0,04:02,intra_session_sparse
NVX,2025-09-03,13,2,101,1,1,1,1.39,206109.0,1,0,09:18,intra_session_sparse
NWAX,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
NWBI,2025-09-03,13,0,300,1,1,1,12.625,10528727.0,1,1,09:30,intra_session_sparse
NWL,2025-09-03,13,0,373,1,1,1,5.84,39479228.0,1,1,04:12,intra_session_sparse
NX,2025-09-03,13,13,0,1,0,0,20.78,7439227.0,1,0,,no_session_bars_has_month_file
NXB,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
NXDR,2025-09-03,13,0,347,1,1,1,2.01,4711353.0,1,1,08:00,intra_session_sparse
NXE,2025-09-03,13,0,376,1,1,1,7.69,51512466.0,1,1,06:26,intra_session_sparse
NXL,2025-09-03,13,13,0,1,0,0,0.941,2825241.0,1,0,,no_session_bars_has_month_file
NXP,2025-09-03,13,0,147,1,1,1,13.98,1254816.0,1,0,09:30,intra_session_sparse
NXTS,2025-09-03,13,13,0,0,0,0,52.63,140809.0,0,0,,no_minute_file
NXXT,2025-09-03,13,13,0,1,0,0,1.77,196560.0,1,0,,no_session_bars_has_month_file
OBA,2025-09-03,13,13,0,1,0,0,9.94,1773389.0,1,0,,no_session_bars_has_month_file
OBAI,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
OBDC,2025-09-03,13,0,347,1,1,1,14.23,36076706.0,1,1,07:00,intra_session_sparse
OBE,2025-09-03,13,0,207,1,1,1,6.2,1328694.0,1,0,09:30,intra_session_sparse
OCC,2025-09-03,13,2,58,1,1,1,6.48,401810.0,1,0,09:30,intra_session_sparse
OCCI,2025-09-03,13,0,164,1,1,1,5.98,1705695.0,1,0,07:00,intra_session_sparse
OCFC,2025-09-03,13,1,141,1,1,1,18.18,5042650.0,1,1,09:30,intra_session_sparse
OCG,2025-09-03,13,13,0,0,0,0,2620.2,336536.0,0,0,,no_minute_file
OCGN,2025-09-03,13,1,299,1,1,1,1.03,2024471.0,1,1,04:07,intra_session_sparse
OCS,2025-09-03,13,13,0,1,0,0,16.15,192134.0,1,0,,no_session_bars_has_month_file
OCSL,2025-09-03,13,0,220,1,1,1,13.9,7803926.0,1,1,09:30,intra_session_sparse
OCUL,2025-09-03,13,0,374,1,1,1,12.7,26218156.0,1,1,06:45,intra_session_sparse
ODD,2025-09-03,13,13,0,0,0,0,60.65,55034108.0,0,0,,no_minute_file
ODTX,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
ODV,2025-09-03,13,0,317,1,1,1,2.76,2845623.0,1,1,07:56,intra_session_sparse
ODYS,2025-09-03,13,13,0,0,0,0,3.81,19109.0,0,0,,no_minute_file
OEC,2025-09-03,13,0,199,1,1,1,10.41,6971329.0,1,1,09:30,intra_session_sparse
OFAL,2025-09-03,13,1,70,1,1,1,1.44,585704.0,1,0,04:48,intra_session_sparse
OFIX,2025-09-03,13,0,198,1,1,1,14.89,7587117.0,1,1,09:30,intra_session_sparse
OFRM,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
OGI,2025-09-03,13,1,211,1,1,1,1.64,1753502.0,1,0,09:20,intra_session_sparse
OGN,2025-09-03,13,0,372,1,1,1,9.42,41605388.0,1,1,07:29,intra_session_sparse
OI,2025-09-03,13,0,372,1,1,1,12.8,17002496.0,1,1,08:00,intra_session_sparse
OIS,2025-09-03,13,0,265,1,1,1,5.54,3083682.0,1,1,08:31,intra_session_sparse
OKUR,2025-09-03,13,2,50,1,1,1,2.77,316142.0,1,0,09:30,intra_session_sparse
OLB,2025-09-03,13,13,0,0,0,0,1.07,169169.0,0,0,,no_minute_file
OLMA,2025-09-03,13,0,307,1,1,1,6.47,2708544.0,1,1,07:00,intra_session_sparse
OLN,2025-09-03,13,13,0,0,0,0,23.53,48729568.0,0,0,,no_minute_file
OLOX,2025-09-03,13,13,0,0,0,0,112.0,30008186.0,0,0,,no_minute_file
OLP,2025-09-03,13,13,0,0,0,0,23.51,1518830.0,0,0,,no_minute_file
OLPX,2025-09-03,13,0,257,1,1,1,1.42,1667369.0,1,0,08:52,intra_session_sparse
OM,2025-09-03,13,0,140,1,1,1,13.74,3854528.0,1,1,09:30,intra_session_sparse
OMDA,2025-09-03,13,13,0,0,0,0,23.77,9469360.0,0,0,,no_minute_file
OMER,2025-09-03,13,0,309,1,1,1,4.29,4389526.0,1,1,08:00,intra_session_sparse
OMEX,2025-09-03,13,0,331,1,1,1,2.09,4912011.0,1,1,07:00,intra_session_sparse
ONB,2025-09-03,13,13,0,0,0,0,22.66,56909908.0,0,0,,no_minute_file
ONCO,2025-09-03,13,13,0,0,0,0,146.5,309977.0,0,0,,no_minute_file
ONCY,2025-09-03,13,0,196,1,1,1,1.15,691647.0,1,0,04:00,intra_session_sparse
ONDS,2025-09-03,13,0,376,1,1,1,5.46,207306156.0,1,1,04:00,intra_session_sparse
ONEG,2025-09-03,13,2,100,1,1,1,12.06,2186389.0,1,1,07:00,intra_session_sparse
ONEW,2025-09-03,13,1,111,1,1,1,16.12,2157128.0,1,1,09:30,intra_session_sparse
ONFO,2025-09-03,13,13,0,1,0,0,1.02,28464.0,1,0,,no_session_bars_has_month_file
ONMD,2025-09-03,13,13,0,1,0,0,0.867,17715091.0,1,0,,no_session_bars_has_month_file
ONT,2025-09-03,13,13,0,0,0,0,30.67,16765076.0,0,0,,no_minute_file
OOMA,2025-09-03,13,1,104,1,1,1,12.95,1902201.0,1,0,09:30,intra_session_sparse
OPAD,2025-09-03,13,0,372,1,1,1,5.11,86032634.0,1,1,04:00,intra_session_sparse
OPCH,2025-09-03,13,13,0,0,0,0,28.44,51428421.0,0,0,,no_minute_file
OPEN,2025-09-03,13,0,376,1,1,1,5.09,1196617731.0,1,1,04:00,intra_session_sparse
OPFI,2025-09-03,13,0,290,1,1,1,10.29,12918780.0,1,1,06:59,intra_session_sparse
OPK,2025-09-03,13,1,337,1,1,1,1.36,3028353.0,1,1,04:55,intra_session_sparse
OPRT,2025-09-03,13,0,289,1,1,1,6.32,3722016.0,1,1,08:00,intra_session_sparse
OPRX,2025-09-03,13,0,221,1,1,1,17.16,8033914.0,1,1,08:10,intra_session_sparse
OPTU,2025-09-03,13,0,353,1,1,1,2.4,6415659.0,1,1,05:55,intra_session_sparse
OPTX,2025-09-03,13,13,0,1,0,0,1.56,73611.0,1,0,,no_session_bars_has_month_file
ORBS,2025-09-03,13,13,0,1,0,0,1.46,64526.0,1,0,,no_session_bars_has_month_file
ORC,2025-09-03,13,0,362,1,1,1,6.99,28571926.0,1,1,04:00,intra_session_sparse
ORGN,2025-09-03,13,0,159,1,1,1,16.12,1224249.0,1,0,07:00,intra_session_sparse
ORGO,2025-09-03,13,0,229,1,1,1,4.9,3150796.0,1,1,08:00,intra_session_sparse
ORIC,2025-09-03,13,0,294,1,1,1,10.38,7508100.0,1,1,06:45,intra_session_sparse
ORIQ,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
ORIS,2025-09-03,13,0,287,1,1,1,2.5,8420188.0,1,1,04:00,intra_session_sparse
ORKA,2025-09-03,13,1,75,1,1,1,15.56,2254042.0,1,1,09:30,intra_session_sparse
ORKT,2025-09-03,13,13,0,0,0,0,2.726,80221.0,0,0,,no_minute_file
ORLA,2025-09-03,13,0,360,1,1,1,11.35,14236702.0,1,1,08:00,intra_session_sparse
ORN,2025-09-03,13,0,201,1,1,1,7.36,2910724.0,1,1,09:30,intra_session_sparse
OSBC,2025-09-03,13,0,183,1,1,1,18.44,3142359.0,1,1,09:30,intra_session_sparse
OSCR,2025-09-03,13,0,376,1,1,1,16.43,286394010.0,1,1,04:00,intra_session_sparse
OSG,2025-09-03,13,0,268,1,1,1,8.93,6523941.0,1,1,07:00,intra_session_sparse
OSPN,2025-09-03,13,0,245,1,1,1,14.93,7131673.0,1,1,08:00,intra_session_sparse
OSS,2025-09-03,13,2,203,1,1,1,5.77,3687367.0,1,1,08:00,intra_session_sparse
OSUR,2025-09-03,13,0,288,1,1,1,3.36,1998515.0,1,0,09:30,intra_session_sparse
OSW,2025-09-03,13,13,0,0,0,0,22.355,10706640.0,0,0,,no_minute_file
OTF,2025-09-03,13,0,193,1,1,1,14.7,1994718.0,1,0,09:30,intra_session_sparse
OTGA,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
OTLK,2025-09-03,13,13,0,1,0,0,0.87,11608501.0,1,0,,no_session_bars_has_month_file
OUST,2025-09-03,13,13,0,0,0,0,27.95,86010182.0,0,0,,no_minute_file
OUT,2025-09-03,13,0,309,1,1,1,18.44,30739829.0,1,1,09:29,intra_session_sparse
OVID,2025-09-03,13,2,311,1,1,1,1.23,1828530.0,1,0,07:04,intra_session_sparse
OWL,2025-09-03,13,0,376,1,1,1,18.44,116910410.0,1,1,04:03,intra_session_sparse
OWLS,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
OWLT,2025-09-03,13,2,30,1,1,1,7.82,755802.0,1,0,09:30,intra_session_sparse
OXBR,2025-09-03,13,13,0,0,0,0,1.97,90378.0,0,0,,no_minute_file
OXLC,2025-09-03,13,0,348,1,1,1,18.45,22162644.0,1,1,04:10,intra_session_sparse
OXSQ,2025-09-03,13,0,243,1,1,1,2.21,1607422.0,1,0,04:42,intra_session_sparse
PACB,2025-09-03,13,0,337,1,1,1,1.28,9064093.0,1,1,04:11,intra_session_sparse
PACH,2025-09-03,13,13,0,1,0,0,9.96,2489615.0,1,1,,no_session_bars_has_month_file
PACK,2025-09-03,13,0,293,1,1,1,4.98,6659431.0,1,1,07:21,intra_session_sparse
PACS,2025-09-03,13,2,230,1,1,1,11.59,4646520.0,1,1,08:09,intra_session_sparse
PAGS,2025-09-03,13,0,375,1,1,1,9.02,41986664.0,1,1,05:08,intra_session_sparse
PAII,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
PAL,2025-09-03,13,2,98,1,1,1,7.72,1418634.0,1,0,09:30,intra_session_sparse
PALI,2025-09-03,13,13,0,0,0,0,0.662,4569149.0,0,0,,no_minute_file
PANL,2025-09-03,13,0,125,1,1,1,5.19,1087624.0,1,0,09:30,intra_session_sparse
PAPL,2025-09-03,13,0,70,1,1,1,3.74,19602088.0,1,1,08:00,intra_session_sparse
PAR,2025-09-03,13,13,0,0,0,0,49.26,58324176.0,0,0,,no_minute_file
PASW,2025-09-03,13,2,85,1,1,1,1.18,678981.0,1,0,05:41,intra_session_sparse
PATH,2025-09-03,13,0,376,1,1,1,10.9,104907078.0,1,1,04:00,intra_session_sparse
PAVM,2025-09-03,13,13,0,0,0,0,13.27,159135.0,0,0,,no_minute_file
PAVS,2025-09-03,13,13,0,0,0,0,828.0,49294.0,0,0,,no_minute_file
PAX,2025-09-03,13,0,348,1,1,1,13.605,6345190.0,1,1,08:29,intra_session_sparse
PAYO,2025-09-03,13,0,351,1,1,1,6.74,25136552.0,1,1,04:05,intra_session_sparse
PAYP,2025-09-03,13,13,0,0,0,0,,,0,0,,no_daily_history
PAYS,2025-09-03,13,0,286,1,1,1,5.11,4406784.0,1,1,08:00,intra_session_sparse
PBI,2025-09-03,13,0,355,1,1,1,12.01,43666118.0,1,1,08:31,intra_session_sparse
PBK,2025-09-03,13,0,154,1,1,1,1.88,1161599.0,1,0,05:04,intra_session_sparse
PBM,2025-09-03,13,2,64,1,1,1,17.63,934921.0,1,0,07:25,intra_session_sparse
PBR,2025-09-03,13,0,376,1,1,1,12.41,279190628.0,1,1,04:05,intra_session_sparse
PBR.A,2025-09-03,13,0,353,1,1,1,11.48,71843655.0,1,1,05:38,intra_session_sparse
PBYI,2025-09-03,13,0,247,1,1,1,5.11,4884317.0,1,1,09:30,intra_session_sparse
PC,2025-09-03,13,2,40,1,1,1,6.86,412724.0,1,0,10:14,intra_session_sparse
PCG,2025-09-03,13,0,376,1,1,1,15.32,367295797.0,1,1,08:03,intra_session_sparse
PCRX,2025-09-03,13,13,0,0,0,0,27.22,19344409.0,0,0,,no_minute_file
PCSA,2025-09-03,13,0,194,1,1,1,4.703,1088186.0,1,0,04:12,intra_session_sparse
PCSC,2025-09-03,13,13,0,0,0,0,10.579,12673.0,0,0,,no_minute_file
PCT,2025-09-03,13,0,362,1,1,1,13.7,39445982.0,1,1,08:16,intra_session_sparse
PD,2025-09-03,13,0,376,1,1,1,16.12,39084442.0,1,1,04:02,intra_session_sparse
PDFS,2025-09-03,13,1,137,1,1,1,19.36,6716753.0,1,1,08:00,intra_session_sparse
PDYN,2025-09-03,13,0,347,1,1,1,7.37,13220509.0,1,1,04:10,intra_session_sparse
PENG,2025-09-03,13,13,0,0,0,0,23.84,16692160.0,0,0,,no_minute_file
PENN,2025-09-03,13,0,365,1,1,1,19.97,70610878.0,1,1,04:57,intra_session_sparse
PEPG,2025-09-03,13,0,112,1,1,1,1.2,444857.0,1,0,08:00,intra_session_sparse
PERI,2025-09-03,13,0,232,1,1,1,9.07,4220534.0,1,1,09:30,intra_session_sparse
PESI,2025-09-03,13,0,103,1,1,1,11.63,1153962.0,1,0,09:01,intra_session_sparse
PETS,2025-09-03,13,2,49,1,1,1,3.02,362622.0,1,0,05:52,intra_session_sparse
PEW,2025-09-03,13,0,199,1,1,1,5.25,7098419.0,1,1,04:31,intra_session_sparse
