symbol,session,n_probes,n_miss,max_n,has_min_month_file,has_session_bars,has_regular_bars,prior_close,prior_adv,has_quote_month_file,daily_eligible,first_trade_et,category
MLEC,2025-08-27,10,1,86,1,1,1,19.05,386097.0,1,0,04:11,intra_session_sparse
MLKN,2025-08-27,10,10,0,1,0,0,21.52,7943324.0,1,0,,no_session_bars_has_month_file
MLTX,2025-08-27,10,10,0,0,0,0,54.5,25546384.0,0,0,,no_minute_file
MLYS,2025-08-27,10,0,273,1,1,1,15.11,13271983.0,1,1,08:02,intra_session_sparse
MMA,2025-08-27,10,10,0,1,0,0,0.945,611755.0,1,0,,no_session_bars_has_month_file
MMED,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
MNDR,2025-08-27,10,2,44,1,1,1,5.35,478289.0,1,0,08:00,intra_session_sparse
MNKD,2025-08-27,10,0,368,1,1,1,4.07,12379836.0,1,1,04:00,intra_session_sparse
MNOV,2025-08-27,10,10,0,0,0,0,1.36,65416.0,0,0,,no_minute_file
MNRO,2025-08-27,10,1,282,1,1,1,16.8,17325693.0,1,1,09:30,intra_session_sparse
MNTN,2025-08-27,10,10,0,0,0,0,20.76,20852821.0,0,0,,no_minute_file
MNTS,2025-08-27,10,10,0,1,0,0,24.1,32695146.0,1,0,,no_session_bars_has_month_file
MOB,2025-08-27,10,0,296,1,1,1,5.44,1581515.0,1,0,08:12,intra_session_sparse
MOBI,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
MOBX,2025-08-27,10,0,116,1,1,1,9.4,246350.0,1,0,05:05,intra_session_sparse
MOV,2025-08-27,10,0,143,1,1,1,17.06,2147135.0,1,1,09:30,intra_session_sparse
MOVE,2025-08-27,10,2,43,1,1,1,5.053,200403.0,1,0,05:47,intra_session_sparse
MPAA,2025-08-27,10,2,152,1,1,1,14.89,2613375.0,1,1,09:30,intra_session_sparse
MPLT,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
MPU,2025-08-27,10,1,212,1,1,1,2.8,3705466.0,1,1,04:52,intra_session_sparse
MQ,2025-08-27,10,0,347,1,1,1,6.24,32280212.0,1,1,08:00,intra_session_sparse
MRAM,2025-08-27,10,2,53,1,1,1,6.51,403774.0,1,0,09:06,intra_session_sparse
MRBK,2025-08-27,10,0,135,1,1,1,15.69,732223.0,1,0,09:30,intra_session_sparse
MRKR,2025-08-27,10,10,0,1,0,0,1.0,2447033.0,1,1,,no_session_bars_has_month_file
MRLN,2025-08-27,10,0,7,1,1,1,10.38,1365889.0,1,0,09:45,intra_session_sparse
MRNO,2025-08-27,10,10,0,1,0,0,6.14,51526.0,1,0,,no_session_bars_has_month_file
MRTN,2025-08-27,10,0,257,1,1,1,11.98,7965728.0,1,1,09:30,intra_session_sparse
MRVI,2025-08-27,10,0,301,1,1,1,2.42,3586395.0,1,1,09:30,intra_session_sparse
MSBI,2025-08-27,10,2,80,1,1,1,18.51,2171728.0,1,1,09:30,intra_session_sparse
MSGM,2025-08-27,10,10,0,0,0,0,3.0,100458.0,0,0,,no_minute_file
MSGY,2025-08-27,10,2,29,1,1,1,12.5,1452998.0,1,0,04:28,intra_session_sparse
MSS,2025-08-27,10,10,0,0,0,0,8.253,23622.0,0,0,,no_minute_file
MTA,2025-08-27,10,0,273,1,1,1,4.83,1650394.0,1,0,08:00,intra_session_sparse
MTAL,2025-08-27,10,0,295,1,1,1,12.13,12512209.0,1,1,09:30,intra_session_sparse
MTC,2025-08-27,10,10,0,0,0,0,0.98,71688.0,0,0,,no_minute_file
MTEK,2025-08-27,10,10,0,0,0,0,2.685,124738.0,0,0,,no_minute_file
MTEN,2025-08-27,10,10,0,0,0,0,2550.0,1142770.0,0,0,,no_minute_file
MTNB,2025-08-27,10,1,55,1,1,1,2.1,3148259.0,1,1,08:14,intra_session_sparse
MTRX,2025-08-27,10,0,129,1,1,1,15.23,1728294.0,1,0,09:30,intra_session_sparse
MTUS,2025-08-27,10,2,146,1,1,1,16.76,5221333.0,1,1,09:30,intra_session_sparse
MTVA,2025-08-27,10,10,0,0,0,0,6.929,101499.0,0,0,,no_minute_file
MTW,2025-08-27,10,2,160,1,1,1,9.98,3910664.0,1,1,09:30,intra_session_sparse
MUFG,2025-08-27,10,0,376,1,1,1,15.54,53316295.0,1,1,04:02,intra_session_sparse
MUX,2025-08-27,10,0,256,1,1,1,11.13,11230740.0,1,1,07:00,intra_session_sparse
MVIS,2025-08-27,10,0,375,1,1,1,1.12,5378279.0,1,1,04:20,intra_session_sparse
MVST,2025-08-27,10,0,365,1,1,1,2.72,23055201.0,1,1,04:00,intra_session_sparse
MWG,2025-08-27,10,10,0,0,0,0,2.39,87469.0,0,0,,no_minute_file
MWYN,2025-08-27,10,10,0,1,0,0,0.792,7350257.0,1,0,,no_session_bars_has_month_file
MX,2025-08-27,10,0,236,1,1,1,2.88,1235410.0,1,0,07:17,intra_session_sparse
MXCT,2025-08-27,10,0,217,1,1,1,1.39,1785598.0,1,0,08:22,intra_session_sparse
MXL,2025-08-27,10,0,302,1,1,1,17.22,24165427.0,1,1,09:16,intra_session_sparse
MYE,2025-08-27,10,0,149,1,1,1,16.8,3750245.0,1,1,09:30,intra_session_sparse
MYGN,2025-08-27,10,1,264,1,1,1,5.81,13298995.0,1,1,08:00,intra_session_sparse
MYO,2025-08-27,10,0,345,1,1,1,1.12,2184331.0,1,1,04:00,intra_session_sparse
MYSE,2025-08-27,10,2,35,1,1,1,2.12,211800.0,1,0,10:22,intra_session_sparse
MYX,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
NA,2025-08-27,10,0,161,1,1,1,5.98,2846389.0,1,1,07:38,intra_session_sparse
NABL,2025-08-27,10,0,232,1,1,1,7.8,7297382.0,1,1,09:30,intra_session_sparse
NAGE,2025-08-27,10,0,245,1,1,1,10.04,11401460.0,1,1,07:02,intra_session_sparse
NAK,2025-08-27,10,10,0,0,0,0,0.899,4996767.0,0,0,,no_minute_file
NAKA,2025-08-27,10,10,0,0,0,0,322.8,8107495.0,0,0,,no_minute_file
NAMM,2025-08-27,10,2,97,1,1,1,2.93,5111396.0,1,1,04:42,intra_session_sparse
NAT,2025-08-27,10,0,353,1,1,1,3.02,4952511.0,1,1,08:00,intra_session_sparse
NATR,2025-08-27,10,1,83,1,1,1,16.5,1944783.0,1,0,09:30,intra_session_sparse
NAVI,2025-08-27,10,0,233,1,1,1,13.67,11739605.0,1,1,09:30,intra_session_sparse
NAVN,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
NB,2025-08-27,10,0,371,1,1,1,4.58,22937965.0,1,1,04:37,intra_session_sparse
NBBK,2025-08-27,10,0,106,1,1,1,19.03,3426508.0,1,1,09:30,intra_session_sparse
NCDL,2025-08-27,10,2,114,1,1,1,15.85,1934623.0,1,0,09:30,intra_session_sparse
NCEL,2025-08-27,10,10,0,1,0,0,21.4,435918.0,1,0,,no_session_bars_has_month_file
NCI,2025-08-27,10,10,0,0,0,0,12.97,82270.0,0,0,,no_minute_file
NCLH,2025-08-27,10,10,0,0,0,0,24.76,365914156.0,0,0,,no_minute_file
NCMI,2025-08-27,10,1,181,1,1,1,4.32,2850397.0,1,1,08:00,intra_session_sparse
NCNO,2025-08-27,10,10,0,0,0,0,28.69,39936908.0,0,0,,no_minute_file
NCRA,2025-08-27,10,10,0,0,0,0,1.55,40692.0,0,0,,no_minute_file
NDRA,2025-08-27,10,2,14,1,1,1,4.09,283456.0,1,0,04:02,intra_session_sparse
NEO,2025-08-27,10,0,339,1,1,1,6.7,13948481.0,1,1,08:00,intra_session_sparse
NEOG,2025-08-27,10,0,359,1,1,1,5.63,30229603.0,1,1,09:30,intra_session_sparse
NEON,2025-08-27,10,10,0,0,0,0,23.43,6024804.0,0,0,,no_minute_file
NEOV,2025-08-27,10,2,116,1,1,1,3.77,773564.0,1,0,06:41,intra_session_sparse
NERV,2025-08-27,10,10,0,0,0,0,2.352,90884.0,0,0,,no_minute_file
NESR,2025-08-27,10,0,345,1,1,1,8.72,5292487.0,1,1,08:32,intra_session_sparse
NEUP,2025-08-27,10,10,0,1,0,0,8.27,194232.0,1,0,,no_session_bars_has_month_file
NEWP,2025-08-27,10,2,76,1,1,1,1.7,281504.0,1,0,08:00,intra_session_sparse
NEWT,2025-08-27,10,2,99,1,1,1,12.29,2715997.0,1,1,09:06,intra_session_sparse
NEXA,2025-08-27,10,10,0,0,0,0,4.89,63773.0,0,0,,no_minute_file
NEXN,2025-08-27,10,2,220,1,1,1,9.86,3812148.0,1,1,09:25,intra_session_sparse
NEXR,2025-08-27,10,10,0,0,0,0,74.48,326448.0,0,0,,no_minute_file
NEXT,2025-08-27,10,0,374,1,1,1,10.35,25912359.0,1,1,09:24,intra_session_sparse
NFBK,2025-08-27,10,0,162,1,1,1,11.81,2000204.0,1,1,09:30,intra_session_sparse
NFE,2025-08-27,10,0,372,1,1,1,2.57,22770511.0,1,1,04:47,intra_session_sparse
NFGC,2025-08-27,10,1,189,1,1,1,1.67,780519.0,1,0,09:02,intra_session_sparse
NG,2025-08-27,10,0,350,1,1,1,6.56,17714120.0,1,1,05:26,intra_session_sparse
NGEN,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
NGL,2025-08-27,10,2,50,1,1,1,5.07,3852161.0,1,1,09:30,intra_session_sparse
NGNE,2025-08-27,10,2,105,1,1,1,20.02,2402923.0,1,0,09:30,intra_session_sparse
NHP,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
NIQ,2025-08-27,10,1,267,1,1,1,16.51,26455966.0,1,1,09:30,intra_session_sparse
NIVF,2025-08-27,10,10,0,0,0,0,108.6,463843.0,0,0,,no_minute_file
NKLR,2025-08-27,10,2,66,1,1,1,10.38,6080718.0,1,1,08:30,intra_session_sparse
NKTX,2025-08-27,10,2,200,1,1,1,2.21,1249997.0,1,0,08:19,intra_session_sparse
NLOP,2025-08-27,10,10,0,0,0,0,30.14,4996860.0,0,0,,no_minute_file
NMAX,2025-08-27,10,0,306,1,1,1,15.62,13386053.0,1,1,05:31,intra_session_sparse
NMFC,2025-08-27,10,2,149,1,1,1,10.42,4776371.0,1,1,09:30,intra_session_sparse
NMG,2025-08-27,10,10,0,1,0,0,1.94,155677.0,1,0,,no_session_bars_has_month_file
NMP,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
NMR,2025-08-27,10,0,176,1,1,1,7.32,3462352.0,1,1,08:01,intra_session_sparse
NMRA,2025-08-27,10,0,205,1,1,1,1.74,1257734.0,1,0,04:48,intra_session_sparse
NMRK,2025-08-27,10,0,345,1,1,1,18.32,27316870.0,1,1,09:21,intra_session_sparse
NN,2025-08-27,10,0,347,1,1,1,16.95,16946378.0,1,1,08:00,intra_session_sparse
NNBR,2025-08-27,10,2,126,1,1,1,2.42,256662.0,1,0,09:30,intra_session_sparse
NNE,2025-08-27,10,10,0,0,0,0,32.33,107797426.0,0,0,,no_minute_file
NNOX,2025-08-27,10,0,283,1,1,1,3.97,6180453.0,1,1,04:24,intra_session_sparse
NOA,2025-08-27,10,1,86,1,1,1,13.15,2699598.0,1,1,08:39,intra_session_sparse
NOK,2025-08-27,10,0,375,1,1,1,4.29,68218550.0,1,1,04:00,intra_session_sparse
NOMA,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
NOMD,2025-08-27,10,0,237,1,1,1,15.43,19937957.0,1,1,09:30,intra_session_sparse
NOV,2025-08-27,10,0,371,1,1,1,12.87,42963689.0,1,1,07:31,intra_session_sparse
NP,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
NPAC,2025-08-27,10,2,15,1,1,1,10.11,859592.0,1,0,10:05,intra_session_sparse
NPB,2025-08-27,10,2,162,1,1,1,17.72,2823521.0,1,1,09:30,intra_session_sparse
NPCE,2025-08-27,10,1,148,1,1,1,8.97,1850489.0,1,0,09:30,intra_session_sparse
NPKI,2025-08-27,10,0,229,1,1,1,10.35,9146314.0,1,1,09:30,intra_session_sparse
NPT,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
NPWR,2025-08-27,10,0,250,1,1,1,2.52,3853780.0,1,1,08:53,intra_session_sparse
NRC,2025-08-27,10,0,50,1,1,1,15.38,1711928.0,1,0,09:30,intra_session_sparse
NRDS,2025-08-27,10,1,188,1,1,1,10.26,6142186.0,1,1,09:04,intra_session_sparse
NRDY,2025-08-27,10,0,128,1,1,1,1.35,705236.0,1,0,07:16,intra_session_sparse
NRGV,2025-08-27,10,0,305,1,1,1,1.7,3010742.0,1,1,06:14,intra_session_sparse
NRIM,2025-08-27,10,10,0,0,0,0,23.73,3877181.0,0,0,,no_minute_file
NRIX,2025-08-27,10,0,214,1,1,1,9.53,6918473.0,1,1,09:30,intra_session_sparse
NRXP,2025-08-27,10,1,183,1,1,1,2.63,1130234.0,1,0,08:00,intra_session_sparse
NRXS,2025-08-27,10,10,0,1,0,0,2.45,137896.0,1,0,,no_session_bars_has_month_file
NSP,2025-08-27,10,10,0,0,0,0,53.62,44039714.0,0,0,,no_minute_file
NTGR,2025-08-27,10,10,0,0,0,0,27.09,14854758.0,0,0,,no_minute_file
NTIP,2025-08-27,10,10,0,0,0,0,1.455,29856.0,0,0,,no_minute_file
NTLA,2025-08-27,10,0,370,1,1,1,11.36,51972049.0,1,1,04:02,intra_session_sparse
NTSK,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
NTST,2025-08-27,10,0,348,1,1,1,18.43,21079687.0,1,1,09:21,intra_session_sparse
NU,2025-08-27,10,0,376,1,1,1,14.24,695042287.0,1,1,04:49,intra_session_sparse
NUAI,2025-08-27,10,10,0,0,0,0,0.489,576907.0,0,0,,no_minute_file
NUCL,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
NUS,2025-08-27,10,2,229,1,1,1,12.21,7074978.0,1,1,08:00,intra_session_sparse
NUTR,2025-08-27,10,10,0,0,0,0,4.47,5522705.0,0,1,,no_minute_file
NUVB,2025-08-27,10,1,372,1,1,1,2.98,12026184.0,1,1,06:10,intra_session_sparse
NUWE,2025-08-27,10,2,25,1,1,1,5.2,1508269.0,1,0,08:30,intra_session_sparse
NVAX,2025-08-27,10,0,375,1,1,1,7.5,72195665.0,1,1,04:00,intra_session_sparse
NVCR,2025-08-27,10,0,294,1,1,1,11.83,21358328.0,1,1,08:00,intra_session_sparse
NVGS,2025-08-27,10,0,216,1,1,1,16.45,5060396.0,1,1,09:30,intra_session_sparse
NVNI,2025-08-27,10,0,228,1,1,1,5.974,4373356.0,1,1,04:00,intra_session_sparse
NVRI,2025-08-27,10,0,271,1,1,1,11.4,11214834.0,1,1,08:42,intra_session_sparse
NVST,2025-08-27,10,10,0,1,0,0,21.14,50520713.0,1,0,,no_session_bars_has_month_file
NVTS,2025-08-27,10,0,376,1,1,1,6.09,138930844.0,1,1,04:00,intra_session_sparse
NVVE,2025-08-27,10,2,99,1,1,1,18.72,428330.0,1,0,04:04,intra_session_sparse
NVX,2025-08-27,10,1,67,1,1,1,1.37,219910.0,1,0,07:14,intra_session_sparse
NWAX,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
NWBI,2025-08-27,10,0,284,1,1,1,12.61,12633733.0,1,1,08:00,intra_session_sparse
NWL,2025-08-27,10,0,374,1,1,1,5.78,46951469.0,1,1,08:00,intra_session_sparse
NX,2025-08-27,10,10,0,1,0,0,21.94,8052263.0,1,0,,no_session_bars_has_month_file
NXB,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
NXDR,2025-08-27,10,0,315,1,1,1,2.05,4585926.0,1,1,08:00,intra_session_sparse
NXE,2025-08-27,10,0,356,1,1,1,7.31,46339755.0,1,1,07:00,intra_session_sparse
NXL,2025-08-27,10,10,0,0,0,0,0.847,2753864.0,0,0,,no_minute_file
NXP,2025-08-27,10,2,57,1,1,1,13.94,1415081.0,1,0,09:30,intra_session_sparse
NXTS,2025-08-27,10,10,0,0,0,0,53.41,184081.0,0,0,,no_minute_file
NXXT,2025-08-27,10,2,75,1,1,1,1.75,201835.0,1,0,09:30,intra_session_sparse
OBA,2025-08-27,10,10,0,0,0,0,9.94,2644346.0,0,1,,no_minute_file
OBAI,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
OBDC,2025-08-27,10,0,347,1,1,1,14.17,36685911.0,1,1,08:00,intra_session_sparse
OBE,2025-08-27,10,0,148,1,1,1,6.02,1458327.0,1,0,09:30,intra_session_sparse
OCC,2025-08-27,10,1,81,1,1,1,6.13,368607.0,1,0,08:00,intra_session_sparse
OCCI,2025-08-27,10,2,80,1,1,1,5.91,1706866.0,1,0,07:35,intra_session_sparse
OCFC,2025-08-27,10,0,215,1,1,1,18.2,5149901.0,1,1,09:30,intra_session_sparse
OCG,2025-08-27,10,10,0,0,0,0,2541.0,306683.0,0,0,,no_minute_file
OCGN,2025-08-27,10,0,294,1,1,1,1.04,2280999.0,1,1,06:36,intra_session_sparse
OCS,2025-08-27,10,10,0,1,0,0,17.53,179726.0,1,0,,no_session_bars_has_month_file
OCSL,2025-08-27,10,0,195,1,1,1,13.8,8409543.0,1,1,09:11,intra_session_sparse
OCUL,2025-08-27,10,0,347,1,1,1,12.32,24669308.0,1,1,08:00,intra_session_sparse
ODD,2025-08-27,10,10,0,0,0,0,59.06,69663609.0,0,0,,no_minute_file
ODTX,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
ODV,2025-08-27,10,0,244,1,1,1,2.87,2573927.0,1,1,07:10,intra_session_sparse
ODYS,2025-08-27,10,10,0,0,0,0,3.75,24454.0,0,0,,no_minute_file
OEC,2025-08-27,10,2,208,1,1,1,10.48,7070300.0,1,1,09:30,intra_session_sparse
OFAL,2025-08-27,10,2,101,1,1,1,1.55,603230.0,1,0,06:27,intra_session_sparse
OFIX,2025-08-27,10,0,227,1,1,1,14.51,6872879.0,1,1,09:30,intra_session_sparse
OFRM,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
OGI,2025-08-27,10,0,181,1,1,1,1.65,1564174.0,1,0,07:18,intra_session_sparse
OGN,2025-08-27,10,0,360,1,1,1,9.07,44788512.0,1,1,08:37,intra_session_sparse
OI,2025-08-27,10,0,340,1,1,1,13.26,23589277.0,1,1,09:30,intra_session_sparse
OIS,2025-08-27,10,0,228,1,1,1,5.39,3517071.0,1,1,08:11,intra_session_sparse
OKUR,2025-08-27,10,2,46,1,1,1,2.75,321785.0,1,0,09:30,intra_session_sparse
OLB,2025-08-27,10,2,23,1,1,1,1.15,244699.0,1,0,07:12,intra_session_sparse
OLMA,2025-08-27,10,0,242,1,1,1,5.73,2608919.0,1,1,09:30,intra_session_sparse
OLN,2025-08-27,10,10,0,1,0,0,23.22,54324434.0,1,0,,no_session_bars_has_month_file
OLOX,2025-08-27,10,10,0,0,0,0,115.52,30239945.0,0,0,,no_minute_file
OLP,2025-08-27,10,10,0,0,0,0,23.02,1498734.0,0,0,,no_minute_file
OLPX,2025-08-27,10,0,288,1,1,1,1.46,1640119.0,1,0,08:00,intra_session_sparse
OM,2025-08-27,10,0,130,1,1,1,14.1,4404161.0,1,1,09:30,intra_session_sparse
OMDA,2025-08-27,10,10,0,1,0,0,21.64,8445242.0,1,0,,no_session_bars_has_month_file
OMER,2025-08-27,10,0,258,1,1,1,4.38,5035577.0,1,1,09:30,intra_session_sparse
OMEX,2025-08-27,10,0,318,1,1,1,1.76,3665842.0,1,1,04:00,intra_session_sparse
ONB,2025-08-27,10,10,0,0,0,0,22.76,57375793.0,0,0,,no_minute_file
ONCO,2025-08-27,10,10,0,0,0,0,154.5,5085973.0,0,0,,no_minute_file
ONCY,2025-08-27,10,1,112,1,1,1,1.03,645464.0,1,0,04:02,intra_session_sparse
ONDS,2025-08-27,10,0,376,1,1,1,4.97,164486388.0,1,1,04:00,intra_session_sparse
ONEG,2025-08-27,10,0,116,1,1,1,11.32,1390156.0,1,0,09:30,intra_session_sparse
ONEW,2025-08-27,10,2,153,1,1,1,17.08,2316693.0,1,1,09:30,intra_session_sparse
ONFO,2025-08-27,10,10,0,0,0,0,1.05,41391.0,0,0,,no_minute_file
ONMD,2025-08-27,10,10,0,0,0,0,0.669,17580680.0,0,0,,no_minute_file
ONT,2025-08-27,10,10,0,0,0,0,29.17,15747271.0,0,0,,no_minute_file
OOMA,2025-08-27,10,0,239,1,1,1,12.24,1518487.0,1,0,04:15,intra_session_sparse
OPAD,2025-08-27,10,0,373,1,1,1,3.73,40319940.0,1,1,04:00,intra_session_sparse
OPCH,2025-08-27,10,10,0,0,0,0,27.92,54974240.0,0,0,,no_minute_file
OPEN,2025-08-27,10,0,376,1,1,1,4.7,988789741.0,1,1,04:00,intra_session_sparse
OPFI,2025-08-27,10,0,339,1,1,1,10.73,13407273.0,1,1,04:00,intra_session_sparse
OPK,2025-08-27,10,0,359,1,1,1,1.39,3694898.0,1,1,04:54,intra_session_sparse
OPRT,2025-08-27,10,0,244,1,1,1,6.58,3573022.0,1,1,08:00,intra_session_sparse
OPRX,2025-08-27,10,1,193,1,1,1,17.61,7171071.0,1,1,08:20,intra_session_sparse
OPTU,2025-08-27,10,0,348,1,1,1,2.38,7438174.0,1,1,08:30,intra_session_sparse
OPTX,2025-08-27,10,10,0,1,0,0,1.69,113015.0,1,0,,no_session_bars_has_month_file
ORBS,2025-08-27,10,10,0,1,0,0,1.505,108037.0,1,0,,no_session_bars_has_month_file
ORC,2025-08-27,10,0,376,1,1,1,7.13,27949141.0,1,1,04:34,intra_session_sparse
ORGN,2025-08-27,10,0,236,1,1,1,17.69,1240870.0,1,0,04:00,intra_session_sparse
ORGO,2025-08-27,10,0,214,1,1,1,4.82,3292715.0,1,1,09:30,intra_session_sparse
ORIC,2025-08-27,10,0,278,1,1,1,9.85,7349163.0,1,1,09:30,intra_session_sparse
ORIQ,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
ORIS,2025-08-27,10,1,264,1,1,1,2.21,8926964.0,1,1,04:00,intra_session_sparse
ORKA,2025-08-27,10,1,135,1,1,1,14.81,2120190.0,1,1,09:30,intra_session_sparse
ORKT,2025-08-27,10,10,0,1,0,0,2.806,90149.0,1,0,,no_session_bars_has_month_file
ORLA,2025-08-27,10,0,323,1,1,1,11.07,13509484.0,1,1,04:00,intra_session_sparse
ORN,2025-08-27,10,0,162,1,1,1,7.19,3567061.0,1,1,09:30,intra_session_sparse
OSBC,2025-08-27,10,1,114,1,1,1,18.4,3273102.0,1,1,09:30,intra_session_sparse
OSCR,2025-08-27,10,0,376,1,1,1,17.08,296095867.0,1,1,04:00,intra_session_sparse
OSG,2025-08-27,10,0,237,1,1,1,8.71,6327792.0,1,1,09:30,intra_session_sparse
OSPN,2025-08-27,10,0,245,1,1,1,14.44,6437991.0,1,1,09:30,intra_session_sparse
OSS,2025-08-27,10,0,333,1,1,1,6.2,2728886.0,1,1,07:00,intra_session_sparse
OSUR,2025-08-27,10,0,287,1,1,1,3.48,1856604.0,1,0,04:57,intra_session_sparse
OSW,2025-08-27,10,10,0,0,0,0,22.82,10887468.0,0,0,,no_minute_file
OTF,2025-08-27,10,2,96,1,1,1,14.94,2076476.0,1,1,09:30,intra_session_sparse
OTGA,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
OTLK,2025-08-27,10,0,373,1,1,1,2.7,6260409.0,1,1,04:00,intra_session_sparse
OUST,2025-08-27,10,10,0,0,0,0,30.9,82485177.0,0,0,,no_minute_file
OUT,2025-08-27,10,0,317,1,1,1,18.54,32246479.0,1,1,09:29,intra_session_sparse
OVID,2025-08-27,10,0,295,1,1,1,1.22,1474608.0,1,0,04:06,intra_session_sparse
OWL,2025-08-27,10,0,376,1,1,1,18.67,131552337.0,1,1,06:46,intra_session_sparse
OWLS,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
OWLT,2025-08-27,10,1,44,1,1,1,7.48,778574.0,1,0,09:30,intra_session_sparse
OXBR,2025-08-27,10,10,0,1,0,0,1.95,67020.0,1,0,,no_session_bars_has_month_file
OXLC,2025-08-27,10,0,329,1,1,1,18.45,22827531.0,1,1,04:00,intra_session_sparse
OXSQ,2025-08-27,10,1,270,1,1,1,2.21,1507527.0,1,0,06:51,intra_session_sparse
PACB,2025-08-27,10,0,342,1,1,1,1.32,10168178.0,1,1,08:18,intra_session_sparse
PACH,2025-08-27,10,10,0,0,0,0,9.95,3374010.0,0,1,,no_minute_file
PACK,2025-08-27,10,0,350,1,1,1,5.57,5243934.0,1,1,04:49,intra_session_sparse
PACS,2025-08-27,10,0,218,1,1,1,11.66,5053918.0,1,1,09:30,intra_session_sparse
PAGS,2025-08-27,10,0,359,1,1,1,8.55,37607889.0,1,1,09:30,intra_session_sparse
PAII,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
PAL,2025-08-27,10,0,101,1,1,1,8.28,1378656.0,1,0,09:30,intra_session_sparse
PALI,2025-08-27,10,10,0,1,0,0,0.678,4692347.0,1,0,,no_session_bars_has_month_file
PANL,2025-08-27,10,2,158,1,1,1,5.38,1153495.0,1,0,06:08,intra_session_sparse
PAPL,2025-08-27,10,1,53,1,1,1,3.47,28221962.0,1,1,04:09,intra_session_sparse
PAR,2025-08-27,10,10,0,0,0,0,51.1,57854018.0,0,0,,no_minute_file
PASW,2025-08-27,10,1,159,1,1,1,1.3,635146.0,1,0,04:09,intra_session_sparse
PATH,2025-08-27,10,0,376,1,1,1,10.82,123079244.0,1,1,04:00,intra_session_sparse
PAVM,2025-08-27,10,10,0,0,0,0,15.57,151195.0,0,0,,no_minute_file
PAVS,2025-08-27,10,10,0,0,0,0,834.0,3706.0,0,0,,no_minute_file
PAX,2025-08-27,10,0,266,1,1,1,13.28,6681797.0,1,1,09:30,intra_session_sparse
PAYO,2025-08-27,10,0,350,1,1,1,6.76,26959437.0,1,1,07:13,intra_session_sparse
PAYP,2025-08-27,10,10,0,0,0,0,,,0,0,,no_daily_history
PAYS,2025-08-27,10,0,208,1,1,1,5.45,4998593.0,1,1,04:39,intra_session_sparse
PBI,2025-08-27,10,0,360,1,1,1,12.24,48108682.0,1,1,07:23,intra_session_sparse
PBK,2025-08-27,10,0,203,1,1,1,2.23,1017859.0,1,0,07:00,intra_session_sparse
PBM,2025-08-27,10,2,43,1,1,1,19.94,23181116.0,1,1,08:00,intra_session_sparse
PBR,2025-08-27,10,0,376,1,1,1,12.09,287877567.0,1,1,04:33,intra_session_sparse
PBR.A,2025-08-27,10,0,354,1,1,1,11.21,71700775.0,1,1,04:12,intra_session_sparse
PBYI,2025-08-27,10,0,263,1,1,1,5.18,4489606.0,1,1,09:30,intra_session_sparse
PC,2025-08-27,10,2,14,1,1,1,6.8,1092874.0,1,0,09:54,intra_session_sparse
PCG,2025-08-27,10,0,376,1,1,1,15.05,421947474.0,1,1,08:00,intra_session_sparse
PCRX,2025-08-27,10,10,0,0,0,0,25.99,19426748.0,0,0,,no_minute_file
PCSA,2025-08-27,10,1,172,1,1,1,5.59,1220049.0,1,0,05:03,intra_session_sparse
PCSC,2025-08-27,10,10,0,0,0,0,10.56,6137.0,0,0,,no_minute_file
PCT,2025-08-27,10,0,369,1,1,1,13.6,37133968.0,1,1,08:42,intra_session_sparse
PD,2025-08-27,10,0,356,1,1,1,16.18,36580717.0,1,1,04:08,intra_session_sparse
PDFS,2025-08-27,10,0,170,1,1,1,20.03,6684898.0,1,0,09:30,intra_session_sparse
PDYN,2025-08-27,10,0,332,1,1,1,7.87,14670958.0,1,1,04:01,intra_session_sparse
PENG,2025-08-27,10,10,0,0,0,0,24.43,18139574.0,0,0,,no_minute_file
PENN,2025-08-27,10,0,369,1,1,1,19.67,70779116.0,1,1,08:00,intra_session_sparse
