connector,exchange_symbol,trading_pair,base_asset,quote_asset,is_active,status_detail,permissions_spot,last_price,quote_volume_24h,volume_base_24h,bid_price,bid_quantity,ask_price,ask_quantity,spread_bps,top_of_book_quote,price_tick_estimate,amount_step_estimate,min_order_size_base_estimate,min_notional_quote_estimate,maker_fee_estimate,taker_fee_estimate,rule_estimate_source,raw_trade_side_type,book_crossed,coarse_volume_rank,coarse_spread_rank,coarse_top_rank,coarse_score
mexc,USDCUSDT,USDC-USDT,USDC,USDT,True,1,True,1.0004,35990203.4665,35975181.69,1.0004,4686765.76,1.0005,3664904.94,0.999550202408806,3666737.39247,0.0001,1.0,1.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9983072365636902,0.9917442845046571,1.0,99.7005051236194
mexc,XRPUSDT,XRP-USDT,XRP,USDT,True,1,True,1.3288,65090159.4457,48721583.0,1.3286,3142.5,1.3287,1948.23,0.7526436608586834,2588.613201,0.0001,0.1,0.1,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9987304274227676,0.9940728196443692,0.9894157493649449,99.57030898666035
mexc,USD1USDT,USD1-USDT,USD1,USDT,True,1,True,1.0002,13949208.013,13949103.94,1.0001,879574.22,1.0002,864904.41,0.9998500224965152,865077.390882,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9949217096910706,0.9911092294665538,0.9995766299745978,99.48995736916469
mexc,GOLD(PAXG)USDT,GOLD(PAXG)-USDT,GOLD(PAXG),USDT,True,1,True,4490.79,8931994.64,1995.39245,4490.79,3.68208,4490.8,5.44408,0.022267772187815917,16535.4480432,0.01,1e-06,1e-06,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9915361828184511,0.9983065198983911,0.9966130397967824,99.42441384841024
mexc,GOLD(XAUT)USDT,GOLD(XAUT)-USDT,GOLD(XAUT),USDT,True,1,True,4485.5,35292747.4,7866.44703,4485.4,3.10917,4485.5,0.1626,0.22294307148750694,729.3423,0.1,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9978840457046128,0.9970364098221846,0.9762912785774767,99.33535833085786
mexc,SUIUSDT,SUI-USDT,SUI,USDT,True,1,True,0.8772,12007829.4099,13472797.38,0.8771,3564.94,0.8772,2849.97,1.1400558627371487,2499.9936839999996,0.0001,0.0,0.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9940753279729158,0.9847586790855207,0.9889923793395428,99.07295760243923
mexc,LINKUSDT,LINK-USDT,LINK,USDT,True,1,True,8.532,14050404.594,1627886.29,8.533,366.16,8.535,355.53,2.3435669088360305,3034.4485499999996,0.001,0.01,0.01,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9953449005501481,0.9729043183742591,0.9911092294665538,98.8887620789457
mexc,USDEUSDT,USDE-USDT,USDE,USDT,True,1,True,0.9998,3553399.7295,3554188.27,0.9998,896454.05,0.9999,246360.65,1.0001500225032653,246336.013935,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9818027930596699,0.9904741744284504,0.9983065198983911,98.72713837696092
mexc,LTCUSDT,LTC-USDT,LTC,USDT,True,1,True,53.61,7337987.49,135857.0714,53.62,78.916,53.63,175.724,1.8648018648028188,4231.47592,0.01,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9898434193821414,0.9754445385266723,0.9932260795935648,98.69202312105588
mexc,TRXUSDT,TRX-USDT,TRX,USDT,True,1,True,0.3103,11587058.0902,37146651.95,0.3103,111923.13,0.3104,38662.3,3.2221685194132106,12000.77792,0.0001,1.0,1.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9936521371138384,0.9623200677392041,0.9961896697713802,98.63266263016882
mexc,EURUSDT,EUR-USDT,EUR,USDT,True,1,True,1.1512,2477828.5465,2150371.8,1.1512,20179.67,1.1513,35608.79,0.8686210640607077,23230.836103999998,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9775708844688955,0.9928027095681625,0.9970364098221846,98.52719458143702
mexc,ADAUSDT,ADA-USDT,ADA,USDT,True,1,True,0.2452,15374770.1609,62005622.79,0.2451,60628.18,0.2452,16545.7,4.079135223332204,4057.0056400000003,0.0001,0.1,0.1,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.996191282268303,0.9436917866215072,0.9928027095681625,98.2388693816576
mexc,WLDUSDT,WLD-USDT,WLD,USDT,True,1,True,0.2488,10162299.992,38406255.83,0.2488,11882.32,0.2489,5077.28,4.018485031143931,1263.734992,0.0001,0.0,0.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9932289462547609,0.945385266723116,0.9826418289585097,97.91506029125995
mexc,DAIUSDT,DAI-USDT,DAI,USDT,True,1,True,1.0005,1946159.4742,1945900.86,1.0005,600.0,1.0006,1107.78,0.9994503023336063,600.3,0.0001,0.5,0.5,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9737621667371985,0.9923793395427604,0.9724809483488569,97.81602162609207
mexc,UNIUSDT,UNI-USDT,UNI,USDT,True,1,True,3.365,4612687.895,1350445.76,3.364,560.08,3.365,184.84,2.9722098380155564,621.9866000000001,0.001,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9860347016504444,0.9648602878916173,0.9729043183742591,97.81150215555006
mexc,HBARUSDT,HBAR-USDT,HBAR,USDT,True,1,True,0.08879,2586124.273,28903004.7,0.08878,4537.6,0.08879,3784.8,1.1263163822713436,336.052392,1e-05,0.01,0.01,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9788404570461278,0.985182049110923,0.9470787468247248,97.4073513018046
