trading_pair,screen_score,microstructure_screen_score,strategy_score,strategy_signal_count,strategy_hit_rate,strategy_mean_barrier_return_net_bps,strategy_profit_factor_proxy,strategy_ambiguous_rate,strategy_current_signal,strategy_recommended_side,quote_volume_24h,spread_bps,top_of_book_quote,sym_depth_quote_10bps
ETH-USDT,81.25833333333333,89.46666666666665,68.94583333333333,3,1.0,19.377130642261523,inf,0.0,0,long,581336350.35,0.050226647747917005,315.21195359999996,184224.5826367
LTC-USDT,78.91850690923552,83.8907654836465,71.46011904761905,4,0.75,16.306109595288248,10.765421718296757,0.0,0,long,7337987.49,1.8654976214901615,1210.03072,45093.644472
UNI-USDT,78.71945714285712,75.636,83.34464285714284,5,0.8,44.91467343368987,28.06407019572408,0.0,0,long,4612687.895,2.9722098380155564,1321.1663,13119.236980000001
OP-USDT,59.94513333333333,53.528,69.57083333333333,3,1.0,25.214605061689937,inf,0.0,0,long,1263344.0385,9.675858732462784,2384.49706,2384.49706
